"lake","year","doy","mean.epi.chl","chl.thresh","DCM.depth","DCM.chl","depth"
"T","2024",228,9.6,14.4,2.25,42.8833333333333,2.25
"T","2024",229,12.3344444444444,18.5016666666667,2.25,24.5966666666667,2.25
"T","2024",230,15.0688888888889,22.6033333333333,NA,NA,NA
"T","2024",231,11.5861111111111,17.3791666666667,2.5,46.76,2.5
"T","2024",232,8.10333333333333,12.155,2.5,90.07,2.5
"T","2024",233,7.11722222222222,10.6758333333333,2.5,69.52,2.5
"T","2024",234,6.13111111111111,9.19666666666667,2.5,48.97,2.5
"T","2024",235,6.21407407407407,9.32111111111111,2.5,49.45,2.5
"T","2024",236,6.29703703703704,9.44555555555556,2.5,49.93,2.5
"T","2024",237,6.38,9.57,2.75,66.56,2.75
