Date,Time,Temp [°C],Temp [°F],Temp [°K],pH [Units],ORP [mV],SpCond [mS/cm],SpCond [µS/cm],Res [kO-cm],Sal [ppt],TDS [g/l],pHVolts [mV],LDO% [Sat],LDO [mg/l],BP [mmHg],CHL [µg/l],CHLV [Volts],PCY [cell/mL],PCYV [Volts],IBatt [Volts],EBatt [Volts],IBatt [%Left],EBatt [%Left],Circ [Status],Date / Time,lake,depth,
6/13/2024,14:15:50,23.94,75.1,297.1,8.2,-91,0.9,894,1,0.47,0.6,-42.4,102.6,8.53,752,0,0.0089,10,0.0034,6,0,0,0,1,6/13/2024 14:15:50,,,
6/13/2024,14:16:20,23.93,75.1,297.1,8.2,-89,0.9,894,1,0.47,0.6,-42.4,102.6,8.53,752,0,0.0089,6,0.0034,6,0,0,0,1,6/13/2024 14:16:20,,,
6/13/2024,14:16:50,23.99,75.2,297.2,8.21,-88,0.9,895,1,0.47,0.6,-42.7,102.8,8.54,752,0,0.0089,14,0.0034,6,0,0,0,1,6/13/2024 14:16:50,,,
6/13/2024,14:17:20,24.06,75.3,297.2,8.21,-86,0.9,897,1,0.47,0.6,-43,101.3,8.4,752,0,0.0089,70,0.0036,5.9,0,0,0,1,6/13/2024 14:17:20,,,
6/13/2024,14:17:50,24.06,75.3,297.2,8.22,-85,0.9,898,1,0.47,0.6,-43.4,102.3,8.49,752,0,0.0072,0,0.0034,6,0,0,0,1,6/13/2024 14:17:50,,,
6/13/2024,14:18:20,24.09,75.4,297.2,8.21,-85,0.9,900,1,0.47,0.6,-42.9,103.9,8.62,752,0,0.0074,54,0.0036,5.9,0,0,0,1,6/13/2024 14:18:20,,,
6/13/2024,14:18:50,24.09,75.4,297.3,8.22,-84,0.9,900,1,0.47,0.6,-43.4,103.9,8.62,752,0,0.0077,50,0.0035,5.9,0,0,0,1,6/13/2024 14:18:50,,,
6/13/2024,14:19:20,24.12,75.4,297.3,8.26,-82,0.6,573,2,0.29,0.4,-45.6,103.5,8.58,752,0,0.0083,34,0.0035,5.8,0,0,0,1,6/13/2024 14:19:20,,,
6/13/2024,14:19:50,24.14,75.4,297.3,8.23,-81,0.9,901,1,0.47,0.6,-44.2,104,8.61,752,0,0.0063,0,0.0034,5.8,0,0,0,1,6/13/2024 14:19:50,,,
6/13/2024,14:20:20,24.12,75.4,297.3,8.24,-80,0.9,901,1,0.47,0.6,-44.3,103.7,8.59,752,0,0.0063,0,0.0034,5.8,0,0,0,1,6/13/2024 14:20:20,,,
6/13/2024,14:20:50,24.1,75.4,297.3,8.24,-80,0.9,901,1,0.47,0.6,-44.4,103.9,8.61,752,0,0.0063,0,0.0034,5.8,0,0,0,1,6/13/2024 14:20:50,,,
6/13/2024,14:21:20,24.08,75.3,297.2,8.23,-78,0.9,901,1,0.47,0.6,-44,103.9,8.62,752,0,0.0064,0,0.0034,5.7,0,0,0,1,6/13/2024 14:21:20,,,
6/13/2024,14:21:50,24.05,75.3,297.2,8.24,-78,0.9,903,1,0.47,0.6,-44.3,104.6,8.68,752,0,0.0064,0,0.0034,5.7,0,0,0,1,6/13/2024 14:21:50,,,
6/13/2024,14:22:20,24.09,75.4,297.2,8.24,-77,0.9,902,1,0.47,0.6,-44.3,104.8,8.69,752,0,0.0064,0,0.0034,5.7,0,0,0,1,6/13/2024 14:22:20,,,
6/13/2024,14:22:50,24.07,75.3,297.2,8.24,-76,0.9,902,1,0.47,0.6,-44.3,104.4,8.66,752,0,0.0064,0,0.0034,5.7,0,0,0,1,6/13/2024 14:22:50,,,
6/13/2024,14:23:20,24.04,75.3,297.2,8.24,-76,0.9,902,1,0.47,0.6,-44.3,104.9,8.7,752,0,0.0064,0,0.0034,5.6,0,0,0,1,6/13/2024 14:23:20,,,
6/13/2024,14:23:50,24.07,75.3,297.2,8.24,-75,0.9,901,1,0.47,0.6,-44.3,104.2,8.64,752,0,0.0065,0,0.0034,5.6,0,0,0,1,6/13/2024 14:23:50,,,
6/13/2024,14:24:20,24.01,75.2,297.2,8.23,-74,0.9,903,1,0.47,0.6,-43.9,103.4,8.58,752,0,0.0066,0,0.0034,5.8,0,0,0,1,6/13/2024 14:24:20,,,
6/13/2024,14:24:50,24.04,75.3,297.2,8.25,-50,0,5,218,-0.01,0,-44.9,103.3,8.6,752,0,0.0084,0,0.0034,5.3,0,0,0,1,6/13/2024 14:24:50,,,
6/13/2024,14:25:20,22.25,72,295.4,14,218,0,0,2795,-0.02,0,-911.2,105.7,9.1,752,0,0.0311,0,0.002,5.5,0,0,0,1,6/13/2024 14:25:20,,,
6/13/2024,14:25:50,20.49,68.9,293.7,14,-349,0,0,4227,-0.02,0,-626.2,108.2,9.64,752,0,0.0089,0,0.0019,5.4,0,0,0,1,6/13/2024 14:25:50,,,
6/13/2024,14:26:20,19.6,67.3,292.8,14,-1000,0,0,8484,-0.02,0,-1814.9,109.5,9.92,752,0,0.0017,0,0.0019,5.3,0,0,0,1,6/13/2024 14:26:20,,,
6/13/2024,14:26:50,19.93,67.9,293.1,14,-21,0,0,0,-0.02,0,-602.4,109,9.82,752,0,0.0017,0,0.0019,5.6,0,0,0,1,6/13/2024 14:26:50,,,
6/13/2024,14:27:20,20.06,68.1,293.2,14,-178,0,0,0,-0.02,0,-998.5,108.8,9.78,752,0,0.0017,0,0.0019,5.4,0,0,0,1,6/13/2024 14:27:20,,,
6/13/2024,14:27:50,20.01,68,293.2,14,-382,0,0,0,-0.02,0,-1060.5,108.9,9.79,752,0.28,0.0132,0,0.0019,5.5,0,0,0,1,6/13/2024 14:27:50,,,
6/13/2024,14:28:20,21.56,70.8,294.7,8.62,-67,0,13,79,-0.01,0,-65.5,106.7,9.31,752,1.54,0.0251,0,0.0019,5.4,0,0,0,1,6/13/2024 14:28:20,,,
6/13/2024,14:28:50,21.57,70.8,294.7,8.33,-64,0,13,79,-0.01,0,-48.9,106.7,9.3,752,1.77,0.0273,0,0.0019,5.4,0,0,0,1,6/13/2024 14:28:50,,,
6/13/2024,14:29:20,21.52,70.7,294.7,8.26,-63,0,13,79,-0.01,0,-45.2,106.7,9.32,752,1.55,0.0256,0,0.0021,5.3,0,0,0,1,6/13/2024 14:29:20,,,
6/13/2024,14:29:50,21.49,70.7,294.7,8.2,-61,0,13,79,-0.01,0,-41.5,106.8,9.33,752,1.98,0.0322,0,0.0022,5.3,0,0,0,1,6/13/2024 14:29:50,R,0,
6/13/2024,14:30:20,21.37,70.5,294.5,8.1,-58,0,13,79,-0.01,0,-35.8,107,9.37,752,1.87,0.037,2519,0.0019,5.4,0,0,0,1,6/13/2024 14:30:20,R,0.25,
6/13/2024,14:30:50,20.55,69,293.7,8,-54,0,13,79,-0.01,0,-30.1,108.1,9.62,752,1.61,0.0289,977,0.0019,5.4,0,0,0,1,6/13/2024 14:30:50,R,0.5,
6/13/2024,14:31:20,19.88,67.8,293,7.95,-52,0,12,81,-0.01,0,-27.2,109.1,9.83,752,1.54,0.0251,0,0.0019,5.4,0,0,0,1,6/13/2024 14:31:20,R,0.75,
6/13/2024,14:31:50,18.89,66,292,7.85,-48,0,12,81,-0.01,0,-21.7,110.5,10.16,752,1.76,0.0229,739,0.0065,5.4,0,0,0,1,6/13/2024 14:31:50,R,1,
6/13/2024,14:32:20,18.27,64.9,291.4,7.74,-44,0,12,80,-0.01,0,-15.3,111.4,10.38,752,2.04,0.023,0,0.0039,5.4,0,0,0,1,6/13/2024 14:32:20,R,1.25,
6/13/2024,14:32:50,18.07,64.5,291.2,7.66,-42,0,12,81,-0.01,0,-10.9,111.7,10.45,752,1.91,0.0287,471,0.0113,5.4,0,0,0,1,6/13/2024 14:32:50,R,1.5,
6/13/2024,14:33:20,17.76,64,290.9,7.54,-38,0,12,81,-0.01,0,-4.3,112.2,10.56,752,1.69,0.0235,1210,0.006,5.4,0,0,0,1,6/13/2024 14:33:20,R,1.75,
6/13/2024,14:33:50,17.37,63.3,290.5,7.46,-35,0,13,80,-0.01,0,0.2,112.8,10.7,752,1.48,0.0246,0,0.0051,5.4,0,0,0,1,6/13/2024 14:33:50,R,2,
6/13/2024,14:34:20,16.44,61.6,289.6,7.4,-33,0,13,78,-0.01,0,3.4,114.2,11.04,752,3.24,0.0405,593,0.0019,5.4,0,0,0,1,6/13/2024 14:34:20,R,2.25,
6/13/2024,14:34:50,14.58,58.2,287.7,7.34,-29,0,13,77,-0.01,0,7.2,117.1,11.78,752,2.82,0.0372,0,0.0034,5.4,0,0,0,1,6/13/2024 14:34:50,R,2.5,
6/13/2024,14:35:20,13.56,56.4,286.7,7.31,-26,0,13,77,-0.01,0,8.7,118.7,12.22,752,3.22,0.0411,278,0.0041,5.3,0,0,0,1,6/13/2024 14:35:20,R,2.75,
6/13/2024,14:35:50,11.04,51.9,284.2,7.29,-21,0,13,77,-0.01,0,10.1,122.8,13.38,752,1.89,0.0268,0,0.003,5.3,0,0,0,1,6/13/2024 14:35:50,R,3,
6/13/2024,14:36:20,9.76,49.6,282.9,7.29,-20,0,13,75,-0.01,0,9.9,124.8,14,752,1.35,0.0234,98,0.0035,5.2,0,0,0,1,6/13/2024 14:36:20,R,3.25,
6/13/2024,14:36:50,8.75,47.7,281.9,7.28,-16,0,13,77,-0.01,0,10.8,126.7,14.57,752,1.63,0.0257,141,0.0038,5.3,0,0,0,1,6/13/2024 14:36:50,R,3.5,
6/13/2024,14:37:20,7.98,46.4,281.1,7.3,-15,0,13,77,-0.01,0,9.8,128,15,752,2.93,0.0382,309,0.004,5.3,0,0,0,1,6/13/2024 14:37:20,R,3.75,
6/13/2024,14:37:50,7.29,45.1,280.5,7.33,-14,0,13,77,-0.01,0,7.9,129.2,15.41,752,3.48,0.044,270,0.0041,5.2,0,0,0,1,6/13/2024 14:37:50,R,4,
6/13/2024,14:38:20,6.65,44,279.8,7.47,-13,0,13,79,-0.01,0,0.8,130.3,15.79,752,45.03,0.4297,1795,0.0076,5.2,0,0,0,1,6/13/2024 14:38:20,R,4.25,
6/13/2024,14:38:50,6.2,43.2,279.4,7.44,-13,0,13,78,-0.01,0,2.4,131.1,16.07,752,17.68,0.1837,1325,0.0066,5.1,0,0,0,1,6/13/2024 14:38:50,R,4.5,
6/13/2024,14:39:20,5.73,42.3,278.9,7.31,-12,0,13,77,-0.01,0,9.4,132,16.37,752,14.05,0.145,1155,0.0062,5,0,0,0,1,6/13/2024 14:39:20,R,4.75,
6/13/2024,14:39:50,5.36,41.6,278.5,7.09,-10,0,13,76,-0.01,0,20.8,132.7,16.61,752,8.22,0.089,965,0.0057,5.1,0,0,0,1,6/13/2024 14:39:50,R,5,
6/13/2024,14:40:20,5.07,41.1,278.2,6.92,-8,0,14,73,-0.01,0,29.7,133.2,16.79,752,5.6,0.0651,773,0.0053,5.1,0,0,0,1,6/13/2024 14:40:20,R,5.25,
6/13/2024,14:40:50,4.77,40.6,277.9,6.7,-3,0,13,74,-0.01,0,41.7,133.7,16.99,752,13.57,0.1419,1378,0.0067,5,0,0,0,1,6/13/2024 14:40:50,R,5.5,
6/13/2024,14:41:20,4.73,40.5,277.9,6.6,1,0,13,75,-0.01,0,46.8,133.8,17.02,752,13.32,0.1409,1332,0.0068,5,0,0,0,1,6/13/2024 14:41:20,R,5.75,
6/13/2024,14:41:50,4.73,40.5,277.9,6.55,4,0,13,75,-0.01,0,49.6,133.8,17.02,752,13.18,0.137,1410,0.0068,5,0,0,0,1,6/13/2024 14:41:50,R,6,
6/13/2024,14:42:20,4.72,40.5,277.9,6.51,5,0,13,75,-0.01,0,51.7,133.8,17.03,752,13.09,0.1359,1440,0.0069,4.9,0,0,0,1,6/13/2024 14:42:20,R,6.25,
6/13/2024,14:42:50,4.7,40.5,277.9,6.48,6,0,13,75,-0.01,0,53.1,133.9,17.05,752,12.63,0.1285,1275,0.0064,4.9,0,0,0,1,6/13/2024 14:42:50,R,6.5,
6/13/2024,14:43:20,4.71,40.5,277.9,6.44,7,0,13,75,-0.01,0,55.2,133.8,17.03,752,10.37,0.1079,1197,0.0063,4.9,0,0,0,1,6/13/2024 14:43:20,R,6.75,
6/13/2024,14:43:50,4.69,40.4,277.9,6.42,6,0,13,74,-0.01,0,56.3,133.9,17.05,752,10.21,0.1089,1316,0.0065,4.9,0,0,0,1,6/13/2024 14:43:50,R,7,
6/13/2024,14:44:20,4.63,40.3,277.8,6.4,-11,0,16,62,-0.01,0,57.5,134,17.09,752,5.43,0.0604,693,0.005,4.9,0,0,0,1,6/13/2024 14:44:20,R,7.5,
6/13/2024,14:44:50,5.98,42.8,279.1,6.57,-39,0,14,73,-0.01,0,48.6,131.5,16.21,752,16.49,0.0595,1100,0.006,4.7,0,0,0,1,6/13/2024 14:44:50,R,8,
6/13/2024,14:45:20,19.35,66.8,292.5,6.83,1000,0,0,8492,-0.02,0,35.2,109.8,10.01,752,1.29,0.0235,0,0.0019,4.7,0,0,0,1,6/13/2024 14:45:20,,,
6/13/2024,14:45:50,17.8,64,291,7.93,1000,0,0,0,-0.02,0,-26,112.1,10.54,752,1.9,0.0314,0,0.0019,4.6,0,0,0,1,6/13/2024 14:45:50,,,
Power loss from 010170 000000 to 061324 144612,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,
Late probe turn on at 061324 144612,,,,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,,
6/13/2024,14:46:20,16.74,62.1,289.9,7.89,905,0,0,0,-0.02,0,-23.7,0,0,752,0,0.0153,0,-0.0091,5.3,0,0,0,1,6/13/2024 14:46:20,,,
6/13/2024,14:46:50,15.91,60.6,289.1,6.08,577,0,0,0,-0.02,0,76.3,0,0,752,2.03,0.0253,0,0.0033,4.9,0,0,0,1,6/13/2024 14:46:50,,,
6/13/2024,14:47:20,16.15,61.1,289.3,6.93,72,0,0,0,-0.02,0,29.8,0,0,752,0,0.0097,276,0.0032,4.6,0,0,0,1,6/13/2024 14:47:20,,,
6/13/2024,14:47:50,18,64.4,291.2,7.68,376,0,0,0,-0.02,0,-11.8,0,0,752,0,0.01,33,0.0035,4.7,0,0,0,1,6/13/2024 14:47:50,,,
6/13/2024,14:48:20,25.3,77.5,298.5,8.62,-71,0.3,300,3,0.15,0.2,-66.1,0,0,752,0,0.0098,43,0.0035,4.5,0,0,0,1,6/13/2024 14:48:20,,,
6/13/2024,14:48:50,24.93,76.9,298.1,8.89,-117,0.5,455,2,0.23,0.3,-81.3,0,0,752,0,0.0094,29,0.0035,4.6,0,0,0,1,6/13/2024 14:48:50,,,
6/13/2024,14:49:20,24.96,76.9,298.1,8.23,-18,0,1,1374,-0.02,0,-43.9,0,0,752,0,0.0094,28,0.0035,4.6,0,0,0,1,6/13/2024 14:49:20,,,
6/13/2024,14:49:50,24.97,76.9,298.1,8.59,99,0,0,8246,-0.02,0,-64.5,0,0,752,0,0.0094,0,0.0034,4.5,0,0,0,1,6/13/2024 14:49:50,,,
6/13/2024,14:50:20,25.07,77.1,298.2,8.27,105,0,0,0,-0.02,0,-46.4,0,0,752,0,0.0094,0,0.0034,4.5,0,0,0,1,6/13/2024 14:50:20,,,
6/13/2024,14:50:50,24.94,76.9,298.1,8.52,128,0,0,8247,-0.02,0,-60.5,0,0,752,0,0.0094,5,0.0034,4.4,0,0,0,1,6/13/2024 14:50:50,,,
6/13/2024,14:51:20,24.96,76.9,298.1,8.59,145,0,0,4123,-0.02,0,-64.4,0,0,752,0,0.0092,7,0.0034,4.3,0,0,0,1,6/13/2024 14:51:20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
