"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"L",161,4.5,2022,"2022-06-10 11:25:20",9.54,5.89,51.4,6.45,5.88,670,12,NA
"R",161,4.5,2022,"2022-06-10 10:56:20",22.67,1.95,16.3,4.9,5.98,1293,15,NA
"T",161,4.5,2022,"2022-06-10 12:21:20",11.57,0.74,6.2,4.57,4.79,1127,10,NA
"L",162,4.5,2022,"2022-06-11 08:43:20",9.1,5.38,47,6.56,5.85,640,12,NA
"R",162,4.5,2022,"2022-06-11 12:21:20",38.72,2.68,22.5,5.05,6.1,1836,16,NA
"T",162,4.5,2022,"2022-06-11 12:59:20",14.49,0.72,5.9,4.54,4.94,1476,10,NA
"L",163,4.5,2022,"2022-06-12 09:56:20",12.61,5.6,48.9,6.56,5.81,797,12,NA
"R",163,4.5,2022,"2022-06-12 09:32:20",23.77,2.64,22.1,4.9,5.82,1732,16,NA
"T",163,4.5,2022,"2022-06-12 10:27:20",11.54,0.73,6,4.54,4.87,1275,10,NA
"L",164,4.5,2022,"2022-06-13 10:38:50",7.27,4.86,42.2,6.34,5.83,551,13,NA
"R",164,4.5,2022,"2022-06-13 11:16:20",27.71,6.12,51.6,5.17,6.28,1289,15,NA
"T",164,4.5,2022,"2022-06-13 10:09:20",11.61,0.7,5.8,4.63,4.83,1261,10,NA
"L",165,4.5,2022,"2022-06-14 09:54:20",8.35,5.89,51.8,6.81,5.93,649,12,NA
"R",165,4.5,2022,"2022-06-14 09:24:20",18.78,1.66,13.9,4.96,5.99,1280,16,NA
"T",165,4.5,2022,"2022-06-14 08:49:20",7.37,0.4,3.3,4.45,4.85,899,11,NA
"L",166,4.5,2022,"2022-06-15 10:48:20",8.4,5.35,46.9,6.66,5.932,402,13,"pH"
"R",166,4.5,2022,"2022-06-15 11:10:20",19.37,2.28,19.1,4.97,6.024,925,15,"pH"
"T",166,4.5,2022,"2022-06-15 11:44:20",10.17,0.7,5.8,4.54,4.845,869,11,"pH"
"L",167,4.5,2022,"2022-06-16 09:42:20",7.36,5.99,52.8,6.87,5.934,645,12,"pH"
"R",167,4.5,2022,"2022-06-16 10:05:20",22.04,1.31,11,5.02,6.058,1265,16,"pH"
"T",167,4.5,2022,"2022-06-16 10:42:20",10.11,0.67,5.5,4.6,4.84,1091,11,"pH"
"L",168,4.5,2022,"2022-06-17 07:36:20",6.59,4.76,41.8,6.77,5.936,583,13,"pH"
"R",168,4.5,2022,"2022-06-17 07:59:20",30.32,1.92,16.1,5.08,6.092,1445,16,"pH"
"T",168,4.5,2022,"2022-06-17 08:31:20",7.63,0.63,5.2,4.55,4.835,970,11,"pH"
"L",169,4.5,2022,"2022-06-18 10:42:20",6.71,5.99,52.7,6.88,5.938,730,12,"pH"
"R",169,4.5,2022,"2022-06-18 11:04:20",38.31,4.41,37.3,5.32,6.126,1538,15,"pH"
"T",169,4.5,2022,"2022-06-18 11:33:20",11,0.67,5.5,4.61,4.83,1345,11,"pH"
"L",170,4.5,2022,"2022-06-19 09:58:20",6.35,5.34,46.9,6.73,5.94,592,12,"pH"
"R",170,4.5,2022,"2022-06-19 10:19:20",37.9,1.53,12.9,5.17,6.16,1672,16,"pH"
"T",170,4.5,2022,"2022-06-19 10:50:20",10.75,0.61,5.1,4.57,4.825,1159,11,"pH"
"L",171,4.5,2022,"2022-06-20 09:27:20",7.34,6.66,59.3,7.25,5.942,609,12,"pH"
"R",171,4.5,2022,"2022-06-20 10:00:20",50.81,3.3,28,5.34,6.194,1919,15,"pH"
"T",171,4.5,2022,"2022-06-20 09:02:20",12.36,0.35,2.9,4.67,4.82,1337,10,"pH"
"L",172,4.5,2022,"2022-06-21 09:48:20",6.4,5.94,52.5,6.95,5.944,577,13,"pH"
"R",172,4.5,2022,"2022-06-21 09:18:20",35.1,2.3,19.4,5.14,6.228,1696,16,"pH"
"T",172,4.5,2022,"2022-06-21 08:50:20",10.62,0.43,3.6,4.68,4.815,1253,10,"pH"
"L",173,4.5,2022,"2022-06-22 09:14:20",6.43,6.32,56.25,7.19,5.946,640,13,"pH"
"R",173,4.5,2022,"2022-06-22 08:48:20",45.9,3.265,27.65,5.21,6.262,1995,16,"pH"
"T",173,4.5,2022,"2022-06-22 10:33:20",14.23,0.75,6.3,4.76,4.81,1477,10,"pH"
"L",174,4.5,2022,"2022-06-23 09:13:20",8.17,6.7,60,7.51,5.948,629,12,"pH"
"R",174,4.5,2022,"2022-06-23 08:41:20",48.22,4.23,35.9,5.35,6.296,2047,16,"pH"
"T",174,4.5,2022,"2022-06-23 09:45:20",13.8,0.73,6.1,4.75,4.805,1301,10,"pH"
"L",175,4.5,2022,"2022-06-24 09:45:20",7.46,6.59,59,7.49,5.95,600,12,NA
"R",175,4.5,2022,"2022-06-24 09:18:20",51.22,4.53,38.5,5.52,6.33,2125,16,NA
"T",175,4.5,2022,"2022-06-24 08:48:20",14.97,0.49,4.1,4.76,4.8,1700,10,NA
"L",176,4.5,2022,"2022-06-25 08:22:20",5.94,6.81,61.1,7.6,5.99,496,12,NA
"R",176,4.5,2022,"2022-06-25 08:00:20",45.1,5.07,42.9,5.3,6.29,1786,16,NA
"T",176,4.5,2022,"2022-06-25 07:37:20",12.38,0.43,3.6,4.62,4.8,1377,11,NA
"L",177,4.5,2022,"2022-06-26 10:14:20",11.82,7.55,67.9,7.71,6.01,719,12,NA
"R",177,4.5,2022,"2022-06-26 09:47:20",35.5,2.26,19.1,5.23,6.14,1592,16,NA
"T",177,4.5,2022,"2022-06-26 09:22:20",14.38,0.69,5.8,4.87,4.75,1496,10,NA
"L",178,4.5,2022,"2022-06-27 08:44:20",5.4,7.17,64.5,7.68,5.79,603,12.5,NA
"R",178,4.5,2022,"2022-06-27 09:40:20",62.82,4.02,34.1,5.39,6.22,2427,16,NA
"T",178,4.5,2022,"2022-06-27 09:14:20",13.23,0.69,5.8,4.83,4.85,1291,10.5,NA
"L",179,4.5,2022,"2022-06-28 09:18:20",4.21,7.36,66.1,7.69,5.93,434,13,NA
"R",179,4.5,2022,"2022-06-28 08:50:20",43.5,2.63,22.3,5.37,6.11,1789,16,NA
"T",179,4.5,2022,"2022-06-28 10:07:20",13.16,0.6,5,4.78,4.82,1261,11,NA
"L",180,4.5,2022,"2022-06-29 09:26:20",3.79,7.93,71.4,7.79,5.97,424,12,NA
"R",180,4.5,2022,"2022-06-29 09:52:20",49.98,4.79,40.7,5.54,6.25,1927,16,NA
"T",180,4.5,2022,"2022-06-29 08:52:20",12.69,0.39,3.2,4.82,4.78,1376,10,NA
"L",181,4.5,2022,"2022-06-30 10:13:20",4.45,7.55,68.1,7.83,5.99,457,12,NA
"R",181,4.5,2022,"2022-06-30 09:49:20",43.32,2.62,22.2,5.47,6.04,1791,16,NA
"T",181,4.5,2022,"2022-06-30 09:21:20",16.71,0.61,5.1,4.88,4.71,1557,10,NA
"L",182,4.5,2022,"2022-07-01 10:21:20",2.94,7.73,69.8,8.01,6.08,513,12,NA
"R",182,4.5,2022,"2022-07-01 09:29:20",43.09,4.34,36.9,5.66,6.13,1503,16,NA
"T",182,4.5,2022,"2022-07-01 09:02:20",15.94,0.74,6.1,4.83,4.7,1492,10,NA
"L",183,4.5,2022,"2022-07-02 09:27:20",3.58,9.13,82.8,8.24,6.07,399,12,NA
"R",183,4.5,2022,"2022-07-02 08:57:20",46.63,6.17,52.4,5.64,6.14,1752,16,NA
"T",183,4.5,2022,"2022-07-02 08:31:20",15.01,0.72,6,4.84,4.79,1532,10,NA
"L",184,4.5,2022,"2022-07-03 11:00:20",4.03,8.08,73.7,8.44,6.05,459,12,NA
"R",184,4.5,2022,"2022-07-03 10:40:20",42.71,4.1,34.9,5.67,6.06,1900,16,NA
"T",184,4.5,2022,"2022-07-03 10:18:20",18.62,0.75,6.3,4.96,4.66,1650,10,NA
"L",185,4.5,2022,NA,4.425,8.29,75.7,8.495,5.97,482.5,12,NA
"R",185,4.5,2022,NA,37.51,5.04,42.95,5.725,6.095,1630.5,16,NA
"T",185,4.5,2022,NA,20.31,0.75,6.3,4.99,4.685,1835.5,10,NA
"L",186,4.5,2022,"2022-07-05 08:53:20",4.82,8.5,77.7,8.55,5.89,506,12,NA
"R",186,4.5,2022,"2022-07-05 09:48:20",32.31,5.98,51,5.78,6.13,1361,16,NA
"T",186,4.5,2022,"2022-07-05 09:22:20",22,0.75,6.3,5.02,4.71,2021,10,NA
"L",187,4.5,2022,NA,6.23,7.945,72.7,8.59,5.91,513.5,12,NA
"R",187,4.5,2022,NA,36.22,5.545,47.35,5.81,6.13,1587,16,NA
"T",187,4.5,2022,NA,21.035,0.745,6.25,5.06,4.68,1820,10,NA
"L",188,4.5,2022,"2022-07-07 09:03:20",7.64,7.39,67.7,8.63,5.93,521,12,NA
"R",188,4.5,2022,"2022-07-07 09:35:20",40.13,5.11,43.7,5.84,6.13,1813,16,NA
"T",188,4.5,2022,"2022-07-07 08:41:20",20.07,0.74,6.2,5.1,4.65,1619,10,NA
"L",189,4.5,2022,NA,5.69,7.59,69.45,8.59,5.975,563,12,NA
"R",189,4.5,2022,NA,43.955,4.635,39.55,5.785,6.115,1847.5,16,NA
"T",189,4.5,2022,NA,26.205,0.745,6.25,5.16,4.645,1915.5,10,NA
"L",190,4.5,2022,"2022-07-09 09:56:20",3.74,7.79,71.2,8.55,6.02,605,12,NA
"R",190,4.5,2022,"2022-07-09 09:16:20",47.78,4.16,35.4,5.73,6.1,1882,16,NA
"T",190,4.5,2022,"2022-07-09 08:50:20",32.34,0.75,6.3,5.22,4.64,2212,10,NA
"L",191,4.5,2022,NA,4.665,8.25,75.8,8.77,6.01,579,12,NA
"R",191,4.5,2022,NA,52.72,4.7925,40.975,5.875,6.115,1977.5,16,NA
"T",191,4.5,2022,NA,26.265,0.745,6.25,5.145,4.735,1926.5,10,NA
"L",192,4.5,2022,"2022-07-11 11:34:20",5.59,8.71,80.4,8.99,6,553,12,NA
"R",192,4.5,2022,"2022-07-11 09:26:20",57.66,5.425,46.55,6.02,6.13,2073,16,NA
"T",192,4.5,2022,"2022-07-11 12:09:20",20.19,0.74,6.2,5.07,4.83,1641,10,NA
"L",193,4.5,2022,NA,4.86,8.295,76.4,8.89,6.045,520.5,12,NA
"R",193,4.5,2022,NA,50.035,6.0575,52.125,6.11,6.175,1903.5,16,NA
"T",193,4.5,2022,NA,29.715,0.735,6.2,5.22,4.845,1921,10,NA
"L",194,4.5,2022,"2022-07-13 09:19:20",4.13,7.88,72.4,8.79,6.09,488,12,NA
"R",194,4.5,2022,"2022-07-13 08:53:20",42.41,6.69,57.7,6.2,6.22,1734,16,NA
"T",194,4.5,2022,"2022-07-13 10:02:20",39.24,0.73,6.2,5.37,4.86,2201,10,NA
"L",195,4.5,2022,NA,4.275,7.99,73.75,8.965,6.095,501.5,12,NA
"R",195,4.5,2022,NA,43.275,7.545,64.95,6.155,6.31,1776,16,NA
"T",195,4.5,2022,NA,46.16,0.785,6.65,5.4,4.835,2386.5,10,NA
"L",196,4.5,2022,"2022-07-15 09:10:20",4.42,8.1,75.1,9.14,6.1,515,12,NA
"R",196,4.5,2022,"2022-07-15 09:31:20",44.14,8.4,72.2,6.11,6.4,1818,16,NA
"T",196,4.5,2022,"2022-07-15 10:12:20",53.08,0.84,7.1,5.43,4.81,2572,10,NA
"L",197,4.5,2022,NA,6.145,8.205,76.45,9.33,6.135,565.5,12,NA
"R",197,4.5,2022,NA,73.93,8.35,72.2,6.33,6.415,2595,15.5,NA
"T",197,4.5,2022,NA,45.97,0.795,6.7,5.395,4.84,2322,10,NA
"L",198,4.5,2022,"2022-07-17 09:18:20",7.87,8.31,77.8,9.52,6.17,616,12,NA
"R",198,4.5,2022,"2022-07-17 08:54:20",103.72,8.3,72.2,6.55,6.43,3372,15,NA
"T",198,4.5,2022,"2022-07-17 09:47:20",38.86,0.75,6.3,5.36,4.87,2072,10,NA
"L",199,4.5,2022,NA,10.385,8.405,78.65,9.4975,6.1475,760.75,12,NA
"R",199,4.5,2022,NA,77.73,6.005,52,6.265,6.345,2662.5,15.5,NA
"T",199,4.5,2022,NA,40.665,0.755,6.35,5.38,4.835,2385,10,NA
"L",200,4.5,2022,NA,12.9,8.5,79.5,9.475,6.125,905.5,12,NA
"R",200,4.5,2022,"2022-07-19 09:01:20",51.74,3.71,31.8,5.98,6.26,1953,16,NA
"T",200,4.5,2022,"2022-07-19 09:37:20",42.47,0.76,6.4,5.4,4.8,2698,10,NA
"L",201,4.5,2022,NA,15.415,8.595,80.35,9.4525,6.1025,1050.25,12,NA
"R",201,4.5,2022,NA,51.035,4.43,38.1,6.075,6.235,1985,16,NA
"T",201,4.5,2022,NA,31.015,0.75,6.35,5.385,4.785,2058,10,NA
"L",202,4.5,2022,"2022-07-21 11:39:20",17.93,8.69,81.2,9.43,6.08,1195,12,NA
"R",202,4.5,2022,"2022-07-21 12:00:20",50.33,5.15,44.4,6.17,6.21,2017,16,NA
"T",202,4.5,2022,"2022-07-21 12:33:20",19.56,0.74,6.3,5.37,4.77,1418,10,NA
"L",203,4.5,2022,NA,12.09,8.655,81,9.52,6.155,856,12,NA
"R",203,4.5,2022,NA,92.495,6.785,59,6.46,6.315,3261,16,NA
"T",203,4.5,2022,NA,34.69,0.735,6.25,5.43,4.795,2126.5,9.5,NA
"L",204,4.5,2022,"2022-07-23 09:31:20",6.25,8.62,80.8,9.61,6.23,517,12,NA
"R",204,4.5,2022,"2022-07-23 09:08:20",134.66,8.42,73.6,6.75,6.42,4505,16,NA
"T",204,4.5,2022,"2022-07-23 08:44:20",49.82,0.73,6.2,5.49,4.82,2835,9,NA
"L",205,4.5,2022,NA,7.1,8.74,82.35,9.815,6.15,530,12,NA
"R",205,4.5,2022,NA,91.73,6.93,60.4,6.6,6.375,3247.5,16,NA
"T",205,4.5,2022,NA,37.48,0.73,6.2,5.495,4.79,2322,9,NA
"L",206,4.5,2022,"2022-07-25 10:45:20",7.95,8.86,83.9,10.02,6.07,543,12,NA
"R",206,4.5,2022,"2022-07-25 11:07:20",48.8,5.44,47.2,6.45,6.33,1990,16,NA
"T",206,4.5,2022,"2022-07-25 10:24:20",25.14,0.73,6.2,5.5,4.76,1809,9,NA
"L",207,4.5,2022,NA,6.7275,8.5225,80.675,10.0125,6.125,500.25,12.25,NA
"R",207,4.5,2022,NA,43.5875,5.825,50.55,6.4575,6.3675,1843.5,16,NA
"T",207,4.5,2022,NA,28.455,0.72,6.125,5.5275,4.8275,1937,9,NA
"L",208,4.5,2022,NA,5.505,8.185,77.45,10.005,6.18,457.5,12.5,NA
"R",208,4.5,2022,NA,38.375,6.21,53.9,6.465,6.405,1697,16,NA
"T",208,4.5,2022,NA,31.77,0.71,6.05,5.555,4.895,2065,9,NA
"L",209,4.5,2022,NA,4.2825,7.8475,74.225,9.9975,6.235,414.75,12.75,NA
"R",209,4.5,2022,NA,33.1625,6.595,57.25,6.4725,6.4425,1550.5,16,NA
"T",209,4.5,2022,NA,35.085,0.7,5.975,5.5825,4.9625,2193,9,NA
"L",210,4.5,2022,"2022-07-29 09:21:20",3.06,7.51,71,9.99,6.29,372,13,NA
"R",210,4.5,2022,"2022-07-29 08:59:20",27.95,6.98,60.6,6.48,6.48,1404,16,NA
"T",210,4.5,2022,"2022-07-29 08:35:20",38.4,0.69,5.9,5.61,5.03,2321,9,NA
"L",211,4.5,2022,NA,3.825,7.825,74.2,10.075,6.26,407.5,12.5,NA
"R",211,4.5,2022,NA,32.21,7.805,68.1,6.665,6.515,1496.5,16,NA
"T",211,4.5,2022,NA,46.215,0.72,6.15,5.665,4.925,2658,9,NA
"L",212,4.5,2022,"2022-07-31 13:04:20",4.59,8.14,77.4,10.16,6.23,443,12,NA
"R",212,4.5,2022,"2022-07-31 12:42:20",36.47,8.63,75.6,6.85,6.55,1589,16,NA
"T",212,4.5,2022,"2022-07-31 12:15:20",54.03,0.75,6.4,5.72,4.82,2995,9,NA
"L",213,4.5,2022,"2022-08-01 12:42:20",4.56,8.31,80,10.68,6.27,420,13,NA
"R",213,4.5,2022,"2022-08-01 12:14:20",22.67,8.97,78.8,6.96,6.57,1268,16,NA
"T",213,4.5,2022,"2022-08-01 11:50:20",57.92,0.71,6.1,5.82,5.12,3399,9,NA
"L",214,4.5,2022,"2022-08-02 09:58:20",3.69,7.84,74.5,10.2,6.41,411,13,NA
"R",214,4.5,2022,"2022-08-02 10:58:20",41.36,5.88,51.5,6.81,6.44,1756,16,NA
"T",214,4.5,2022,"2022-08-02 10:32:20",31.11,0.7,5.9,5.68,4.91,1803,9,NA
"L",215,4.5,2022,NA,4.51,7.68,73.35,10.4,6.35,435,13,NA
"R",215,4.5,2022,NA,84.86,8.595,75.55,6.93,6.535,3535.5,16,NA
"T",215,4.5,2022,NA,42.04,0.73,6.2,5.775,4.945,2344.5,9,NA
"L",216,4.5,2022,"2022-08-04 14:32:20",5.33,7.52,72.2,10.6,6.29,459,13,NA
"R",216,4.5,2022,"2022-08-04 14:09:20",128.36,11.31,99.6,7.05,6.63,5315,16,NA
"T",216,4.5,2022,"2022-08-04 13:47:20",52.97,0.76,6.5,5.87,4.98,2886,9,NA
"L",217,4.5,2022,NA,4.98,7.525,72.05,10.475,6.245,435.5,13,NA
"R",217,4.5,2022,NA,70.71,10.515,92.7,7.1,6.66,3114,16,NA
"T",217,4.5,2022,NA,58.665,0.74,6.35,5.9,4.935,3246.5,9,NA
"L",218,4.5,2022,"2022-08-06 12:23:20",4.63,7.53,71.9,10.35,6.2,412,13,NA
"R",218,4.5,2022,"2022-08-06 11:58:20",13.06,9.72,85.8,7.15,6.69,913,16,NA
"T",218,4.5,2022,"2022-08-06 11:31:20",64.36,0.72,6.2,5.93,4.89,3607,9,NA
"L",219,4.5,2022,NA,4.54,6.605,63.25,10.475,6.14,418.5,13,NA
"R",219,4.5,2022,NA,19.645,9.34,82.6,7.225,6.65,1141,16,NA
"T",219,4.5,2022,NA,52.135,0.715,6.15,6.01,4.975,2963,9,NA
"L",220,4.5,2022,"2022-08-08 09:32:20",4.45,5.68,54.6,10.6,6.08,425,13,NA
"R",220,4.5,2022,"2022-08-08 09:58:20",26.23,8.96,79.4,7.3,6.61,1369,16,NA
"T",220,4.5,2022,"2022-08-08 09:00:20",39.91,0.71,6.1,6.09,5.06,2319,9,NA
"L",153,4.75,2022,"2022-06-02 09:12:50",5.4,3.08,26.3,5.65,5.6,520,13,NA
"R",153,4.75,2022,"2022-06-02 08:45:50",38.29,1.55,12.9,4.74,5.65,1879,15,NA
"T",153,4.75,2022,"2022-06-02 09:55:50",6.57,0.75,6.2,4.38,4.8,881,11,NA
"L",154,4.75,2022,"2022-06-03 11:04:50",4.52,3.17,27,5.54,5.905,495,13,"pH"
"R",154,4.75,2022,"2022-06-03 10:40:50",27.6,1.04,8.7,4.73,5.965,1664,15,"pH"
"T",154,4.75,2022,"2022-06-03 11:36:50",6.94,0.73,6.1,4.38,4.83,892,11,"pH"
"L",155,4.75,2022,"2022-06-04 09:20:50",5.79,2.83,24.2,5.63,6.21,524,13,NA
"R",155,4.75,2022,"2022-06-04 08:56:50",31.92,1.4,11.7,4.75,6.28,1806,15,NA
"T",155,4.75,2022,"2022-06-04 08:30:50",6.99,0.68,5.6,4.42,4.86,1089,11,"pH"
"L",156,4.75,2022,"2022-06-05 09:25:50",7.9,3.73,31.9,5.75,6.02,663,13,NA
"R",156,4.75,2022,"2022-06-05 09:03:50",28.79,1.16,9.7,4.77,6.01,1727,15,NA
"T",156,4.75,2022,"2022-06-05 08:37:50",8.29,0.46,3.8,4.42,4.89,1109,11,"pH"
"L",157,4.75,2022,"2022-06-06 09:07:50",9.56,3.79,32.6,5.94,5.79,700,12,NA
"R",157,4.75,2022,"2022-06-06 09:31:50",28.58,1.02,8.6,4.81,5.92,1556,15,NA
"T",157,4.75,2022,"2022-06-06 08:40:50",10.44,0.44,3.6,4.43,4.92,1471,11,NA
"L",158,4.75,2022,"2022-06-07 09:34:50",12.07,3.35,28.8,5.88,5.81,561,13,NA
"R",158,4.75,2022,"2022-06-07 09:06:50",27.52,1.36,11.4,4.82,5.96,1247,15,NA
"T",158,4.75,2022,"2022-06-07 08:41:50",8.93,0.43,3.6,4.43,5.02,738,11,NA
"L",159,4.75,2022,"2022-06-08 08:58:50",12.22,4.47,38.7,6.22,5.89,722,12,NA
"R",159,4.75,2022,"2022-06-08 08:34:50",27.215,1.09,9.1,4.83,5.78,1842,15,NA
"T",159,4.75,2022,"2022-06-08 09:37:50",7.6,0.64,5.3,4.41,5.07,996,11,NA
"L",160,4.75,2022,"2022-06-09 09:13:50",14.4,3.77,32.5,5.99,5.72,741,12,NA
"R",160,4.75,2022,"2022-06-09 09:40:50",21.61,0.99,8.3,4.84,5.79,1413,16,NA
"T",160,4.75,2022,"2022-06-09 10:27:50",7.19,0.5,4.2,4.4,4.93,981,11,NA
"L",161,4.75,2022,"2022-06-10 11:25:50",10.27,4.43,38.4,6.17,5.77,704,12,NA
"R",161,4.75,2022,"2022-06-10 10:56:50",22.33,1.14,9.5,4.89,5.82,1366,15,NA
"T",161,4.75,2022,"2022-06-10 12:21:50",8.62,0.74,6.1,4.42,4.89,962,11,NA
"L",162,4.75,2022,"2022-06-11 08:43:50",10,4.31,37.4,6.19,5.76,653,12,NA
"R",162,4.75,2022,"2022-06-11 12:21:50",30.76,1.34,11.2,4.93,5.93,1780,16,NA
"T",162,4.75,2022,"2022-06-11 12:59:50",8.57,0.72,6,4.45,4.97,1072,11,NA
"L",163,4.75,2022,"2022-06-12 09:56:50",13.48,3.81,32.9,6.07,5.69,801,12,NA
"R",163,4.75,2022,"2022-06-12 09:32:50",29.45,1.2,10,4.91,5.65,1661,16,NA
"T",163,4.75,2022,"2022-06-12 10:27:50",9.91,0.72,6,4.44,4.91,1160,11,NA
"L",164,4.75,2022,"2022-06-13 10:39:20",7.9,3.43,29.6,6.07,5.73,583,12,NA
"R",164,4.75,2022,"2022-06-13 11:16:50",31.72,1.44,12.1,4.95,6.02,1384,16,NA
"T",164,4.75,2022,"2022-06-13 10:09:50",9.51,0.71,5.8,4.5,4.86,1235,11,NA
"L",165,4.75,2022,"2022-06-14 09:54:50",9.93,3.58,31,6.23,5.8,641,13,NA
"R",165,4.75,2022,"2022-06-14 09:24:50",18.31,1.07,9,4.96,5.85,1414,15,NA
"T",165,4.75,2022,"2022-06-14 08:49:50",7.98,0.4,3.3,4.45,4.88,965,11,NA
