"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"R",177,5.75,2024,NA,13.78,0.92,7.3,5.1,6.015,1092,13,NA
"T",177,5.75,2024,NA,6.0075,0.345,2.725,4.7025,5.375,446,9.5,NA
"L",178,5.75,2024,"2024-06-26 14:05:50",8.02,7.7,64.8,7.43,6.37,613,12,NA
"R",178,5.75,2024,"2024-06-26 14:41:50",17.38,1.6,12.7,5.19,6.06,1396,13,NA
"T",178,5.75,2024,NA,5.685,0.57,4.5,4.805,5.37,416,9,NA
"L",179,5.75,2024,NA,10.49,7.78,65.7,7.575,6.35,685.5,12,NA
"R",179,5.75,2024,NA,15.385,1.105,8.75,5.17,6.045,1123.5,13,NA
"T",179,5.75,2024,NA,5.33,0.5225,4.125,4.8075,5.3875,409,9.25,NA
"L",180,5.75,2024,"2024-06-28 14:48:50",12.96,7.86,66.6,7.72,6.33,758,12,NA
"R",180,5.75,2024,"2024-06-28 15:24:50",13.39,0.61,4.8,5.15,6.03,851,13,NA
"T",180,5.75,2024,NA,4.975,0.475,3.75,4.81,5.405,402,9.5,NA
"L",181,5.75,2024,NA,10.8133333333333,8.49,72.1666666666667,7.83,6.37666666666667,649.333333333333,12,NA
"R",181,5.75,2024,NA,12.29,1.37333333333333,10.9333333333333,5.24,6.07666666666667,722,13,NA
"T",181,5.75,2024,NA,4.62833333333333,0.778333333333333,6.15,4.86833333333333,5.41,344.166666666667,9.33333333333333,NA
"L",182,5.75,2024,NA,8.66666666666667,9.12,77.7333333333333,7.94,6.42333333333333,540.666666666667,12,NA
"R",182,5.75,2024,NA,11.19,2.13666666666667,17.0666666666667,5.33,6.12333333333333,593,13,NA
"T",182,5.75,2024,NA,4.28166666666667,1.08166666666667,8.55,4.92666666666667,5.415,286.333333333333,9.16666666666667,NA
"L",183,5.75,2024,"2024-07-01 14:00:50",6.52,9.75,83.3,8.05,6.47,432,12,NA
"R",183,5.75,2024,"2024-07-01 14:35:50",10.09,2.9,23.2,5.42,6.17,464,13,NA
"T",183,5.75,2024,NA,3.935,1.385,10.95,4.985,5.42,228.5,9,NA
"L",184,5.75,2024,NA,6.165,10.58,91.4,8.47,6.605,361,12,NA
"R",184,5.75,2024,NA,10.27,1.625,13,5.37,6.13,604,13,NA
"T",184,5.75,2024,NA,4.095,0.7775,6.15,4.8975,5.445,317.5,9.25,NA
"L",185,5.75,2024,"2024-07-03 13:38:50",5.81,11.41,99.5,8.89,6.74,290,12,NA
"R",185,5.75,2024,"2024-07-03 14:09:50",10.45,0.35,2.8,5.32,6.09,744,13,NA
"T",185,5.75,2024,NA,4.255,0.17,1.35,4.81,5.47,406.5,9.5,NA
"L",186,5.75,2024,NA,8.285,9.11,78.8,8.43,6.65,399,12,NA
"R",186,5.75,2024,NA,10.985,0.465,3.7,5.35,6.055,735,13,NA
"T",186,5.75,2024,NA,4.1525,0.2325,1.825,4.8425,5.4675,393,9.5,NA
"L",187,5.75,2024,"2024-07-05 12:40:50",10.76,6.81,58.1,7.97,6.56,508,12,NA
"R",187,5.75,2024,"2024-07-05 13:10:50",11.52,0.58,4.6,5.38,6.02,726,13,NA
"T",187,5.75,2024,NA,4.05,0.295,2.3,4.875,5.465,379.5,9.5,NA
"L",188,5.75,2024,NA,10.25,7.30666666666667,62.4,8.02333333333333,6.50333333333333,464,12,NA
"R",188,5.75,2024,NA,13.09,0.806666666666667,6.43333333333333,5.44666666666667,6.11666666666667,698.666666666667,13,NA
"T",188,5.75,2024,NA,3.55,0.63,5,5.04333333333333,5.48666666666667,301.333333333333,9.33333333333333,NA
"L",189,5.75,2024,NA,9.74,7.80333333333333,66.7,8.07666666666667,6.44666666666667,420,12,NA
"R",189,5.75,2024,NA,14.66,1.03333333333333,8.26666666666667,5.51333333333333,6.21333333333333,671.333333333333,13,NA
"T",189,5.75,2024,NA,3.05,0.965,7.7,5.21166666666667,5.50833333333333,223.166666666667,9.16666666666667,NA
"L",190,5.75,2024,"2024-07-08 14:30:50",9.23,8.3,71,8.13,6.39,376,12,NA
"R",190,5.75,2024,"2024-07-08 16:56:50",16.23,1.26,10.1,5.58,6.31,644,13,NA
"T",190,5.75,2024,NA,2.55,1.3,10.4,5.38,5.53,145,9,NA
"L",191,5.75,2024,NA,11.805,8.35,71.65,8.235,6.405,493,12,NA
"R",191,5.75,2024,NA,15,1.115,8.95,5.57,6.225,740,13,NA
"T",191,5.75,2024,NA,3.39,0.7775,6.225,5.16,5.4675,260.25,9.25,NA
"L",192,5.75,2024,"2024-07-10 13:14:50",14.38,8.4,72.3,8.34,6.42,610,12,NA
"R",192,5.75,2024,"2024-07-10 13:44:50",13.77,0.97,7.8,5.56,6.14,836,13,NA
"T",192,5.75,2024,NA,4.23,0.255,2.05,4.94,5.405,375.5,9.5,NA
"L",193,5.75,2024,NA,13.315,8.14,69.9,8.255,6.42,534.5,12,NA
"R",193,5.75,2024,NA,16.55,1.01,8.1,5.62,6.205,935,13,NA
"T",193,5.75,2024,NA,4.5,0.2925,2.375,5.04,5.4275,402.75,9.25,NA
"L",194,5.75,2024,"2024-07-12 15:31:50",12.25,7.88,67.5,8.17,6.42,459,12,NA
"R",194,5.75,2024,"2024-07-12 16:02:50",19.33,1.05,8.4,5.68,6.27,1034,13,NA
"T",194,5.75,2024,NA,4.77,0.33,2.7,5.14,5.45,430,9,NA
"L",195,5.75,2024,NA,14.5966666666667,8.58,73.9333333333333,8.36666666666667,6.44,425.333333333333,12,NA
"R",195,5.75,2024,NA,16.44,0.973333333333333,7.8,5.67,6.29333333333333,859,12.6666666666667,NA
"T",195,5.75,2024,NA,4.475,0.3,2.45,5.08,5.50333333333333,405.5,9.5,NA
"L",196,5.75,2024,NA,16.9433333333333,9.28,80.3666666666667,8.56333333333333,6.46,391.666666666667,12,NA
"R",196,5.75,2024,NA,13.55,0.896666666666667,7.2,5.66,6.31666666666667,684,12.3333333333333,NA
"T",196,5.75,2024,NA,4.18,0.27,2.2,5.02,5.55666666666667,381,10,NA
"L",197,5.75,2024,"2024-07-15 14:29:50",19.29,9.98,86.8,8.76,6.48,358,12,NA
"R",197,5.75,2024,"2024-07-15 15:04:50",10.66,0.82,6.6,5.65,6.34,509,12,NA
"T",197,5.75,2024,NA,3.885,0.24,1.95,4.96,5.61,356.5,10.5,NA
"L",198,5.75,2024,NA,20.325,9.55,82.95,8.725,6.48,510,12,NA
"R",198,5.75,2024,NA,11.74,0.555,4.5,5.67,6.245,810.5,12,NA
"T",198,5.75,2024,NA,3.7375,0.1725,1.4,4.9625,5.54,349,10.5,NA
"L",199,5.75,2024,"2024-07-17 13:31:50",21.36,9.12,79.1,8.69,6.48,662,12,NA
"R",199,5.75,2024,"2024-07-17 14:02:50",12.82,0.29,2.4,5.69,6.15,1112,12,NA
"T",199,5.75,2024,NA,3.59,0.105,0.85,4.965,5.47,341.5,10.5,NA
"L",200,5.75,2024,NA,20.38,8.735,75.85,8.72,6.49,768,12,NA
"R",200,5.75,2024,NA,10.35,0.165,1.35,5.455,6.17,984,13,NA
"T",200,5.75,2024,NA,3.475,0.065,0.525,4.9475,5.535,368.5,10.75,NA
"L",201,5.75,2024,"2024-07-19 14:18:50",19.4,8.35,72.6,8.75,6.5,874,12,NA
"R",201,5.75,2024,"2024-07-19 15:02:50",7.88,0.04,0.3,5.22,6.19,856,14,NA
"T",201,5.75,2024,NA,3.36,0.025,0.2,4.93,5.6,395.5,11,NA
"L",202,5.75,2024,NA,16.5866666666667,8.56,74.5333333333333,8.81,6.5,772.333333333333,12,NA
"R",202,5.75,2024,NA,9.20333333333333,0.2,1.6,5.40666666666667,6.21333333333333,871,13,NA
"T",202,5.75,2024,NA,3.84333333333333,0.0483333333333333,0.383333333333333,5.00333333333333,5.57166666666667,432.5,10.6666666666667,NA
"L",203,5.75,2024,NA,13.7733333333333,8.77,76.4666666666667,8.87,6.5,670.666666666667,12,NA
"R",203,5.75,2024,NA,10.5266666666667,0.36,2.9,5.59333333333333,6.23666666666667,886,12,NA
"T",203,5.75,2024,NA,4.32666666666667,0.0716666666666667,0.566666666666667,5.07666666666667,5.54333333333333,469.5,10.3333333333333,NA
"L",204,5.75,2024,"2024-07-22 13:45:50",10.96,8.98,78.4,8.93,6.5,569,12,NA
"R",204,5.75,2024,"2024-07-22 14:18:50",11.85,0.52,4.2,5.78,6.26,901,11,NA
"T",204,5.75,2024,NA,4.81,0.095,0.75,5.15,5.515,506.5,10,NA
"L",205,5.75,2024,NA,12.815,8.865,77.4,8.93,6.575,637.5,12,NA
"R",205,5.75,2024,NA,11.165,0.405,3.25,5.81,6.255,803.5,11.5,NA
"T",205,5.75,2024,NA,4.0325,0.0675,0.55,5.115,5.5675,435,10.25,NA
"L",206,5.75,2024,"2024-07-24 13:22:50",14.67,8.75,76.4,8.93,6.65,706,12,NA
"R",206,5.75,2024,"2024-07-24 13:52:50",10.48,0.29,2.3,5.84,6.25,706,12,NA
"T",206,5.75,2024,NA,3.255,0.04,0.35,5.08,5.62,363.5,10.5,NA
"L",207,5.75,2024,NA,10.935,8.885,77.85,9.085,6.6,519.5,12,NA
"R",207,5.75,2024,NA,12.215,0.195,1.55,5.715,6.27,1163,12.5,NA
"T",207,5.75,2024,NA,3.38,0.04,0.325,5.11,5.605,363,10.5,NA
"L",208,5.75,2024,"2024-07-26 15:40:50",7.2,9.02,79.3,9.24,6.55,333,12,NA
"R",208,5.75,2024,"2024-07-26 16:11:50",13.95,0.1,0.8,5.59,6.29,1620,13,NA
"T",208,5.75,2024,NA,3.505,0.04,0.3,5.14,5.59,362.5,10.5,NA
"L",209,5.75,2024,NA,7.57333333333333,9.01666666666667,79.3666666666667,9.28333333333333,6.50666666666667,331.666666666667,12,NA
"R",209,5.75,2024,NA,12.0133333333333,0.106666666666667,0.866666666666667,5.67666666666667,6.24333333333333,1445,13,NA
"T",209,5.75,2024,NA,3.47333333333333,0.045,0.35,5.14666666666667,5.58333333333333,356,10.6666666666667,NA
"L",210,5.75,2024,NA,7.94666666666667,9.01333333333333,79.4333333333333,9.32666666666667,6.46333333333333,330.333333333333,12,NA
"R",210,5.75,2024,NA,10.0766666666667,0.113333333333333,0.933333333333333,5.76333333333333,6.19666666666667,1270,13,NA
"T",210,5.75,2024,NA,3.44166666666667,0.05,0.4,5.15333333333333,5.57666666666667,349.5,10.8333333333333,NA
"L",211,5.75,2024,"2024-07-29 14:14:50",8.32,9.01,79.5,9.37,6.42,329,12,NA
"R",211,5.75,2024,"2024-07-29 14:51:50",8.14,0.12,1,5.85,6.15,1095,13,NA
"T",211,5.75,2024,NA,3.41,0.055,0.45,5.16,5.57,343,11,NA
"L",212,5.75,2024,NA,7.585,8.725,78.8,9.34,6.455,322.5,12,NA
"R",212,5.75,2024,NA,8.625,0.1,0.85,5.89,6.16,1034.5,13,NA
"T",212,5.75,2024,NA,3.4825,0.0525,0.425,5.1875,5.5275,342.75,11,NA
"L",213,5.75,2024,"2024-07-31 13:22:50",6.85,8.44,78.1,9.31,6.49,316,12,NA
"R",213,5.75,2024,"2024-07-31 13:55:50",9.11,0.08,0.7,5.93,6.17,974,13,NA
"T",213,5.75,2024,NA,3.555,0.05,0.4,5.215,5.485,342.5,11,NA
"L",214,5.75,2024,NA,6.18,7.95,73.7,9.36,6.425,292,12,NA
"R",214,5.75,2024,NA,8.72,0.19,1.65,5.88,6.18,964,13.5,NA
"T",214,5.75,2024,NA,3.3325,0.0425,0.375,5.2525,5.52,322.5,11,NA
"L",215,5.75,2024,"2024-08-02 10:36:50",5.51,7.46,69.3,9.41,6.36,268,12,NA
"R",215,5.75,2024,"2024-08-02 11:03:50",8.33,0.3,2.6,5.83,6.19,954,14,NA
"T",215,5.75,2024,NA,3.11,0.035,0.35,5.29,5.555,302.5,11,NA
"L",216,5.75,2024,NA,5.13333333333333,7.24333333333333,67.3,9.42,6.32333333333333,250,12,NA
"R",216,5.75,2024,NA,8.65,0.223333333333333,1.93333333333333,5.84666666666667,6.17333333333333,946.333333333333,14,NA
"T",216,5.75,2024,NA,3.215,0.0333333333333333,0.3,5.285,5.52333333333333,304.833333333333,11.1666666666667,NA
"L",217,5.75,2024,NA,4.75666666666667,7.02666666666667,65.3,9.43,6.28666666666667,232,12,NA
"R",217,5.75,2024,NA,8.97,0.146666666666667,1.26666666666667,5.86333333333333,6.15666666666667,938.666666666667,14,NA
"T",217,5.75,2024,NA,3.32,0.0316666666666667,0.25,5.28,5.49166666666667,307.166666666667,11.3333333333333,NA
"L",218,5.75,2024,"2024-08-05 15:33:50",4.38,6.81,63.3,9.44,6.25,214,12,NA
"R",218,5.75,2024,"2024-08-05 16:09:50",9.29,0.07,0.6,5.88,6.14,931,14,NA
"T",218,5.75,2024,NA,3.425,0.03,0.2,5.275,5.46,309.5,11.5,NA
"L",219,5.75,2024,NA,4.06,6.81,63.4,9.54,6.26,223.5,12,NA
"R",219,5.75,2024,NA,9.51,0.065,0.6,5.86,6.09,942,13.5,NA
"T",219,5.75,2024,NA,3.1725,0.0275,0.225,5.305,5.4525,311.75,11.5,NA
"L",220,5.75,2024,"2024-08-07 13:19:50",3.74,6.81,63.5,9.64,6.27,233,12,NA
"R",220,5.75,2024,"2024-08-07 13:51:50",9.73,0.06,0.6,5.84,6.04,953,13,NA
"T",220,5.75,2024,NA,2.92,0.025,0.25,5.335,5.445,314,11.5,NA
"L",221,5.75,2024,NA,3.655,6.86,64,9.655,6.31,225.5,12,NA
"R",221,5.75,2024,NA,11.305,0.05,0.45,5.865,5.98,1047.5,13,NA
"T",221,5.75,2024,NA,2.7925,0.0275,0.25,5.2275,5.4925,299.5,11.75,NA
"L",222,5.75,2024,"2024-08-09 14:09:50",3.57,6.91,64.5,9.67,6.35,218,12,NA
"R",222,5.75,2024,"2024-08-09 14:41:50",12.88,0.04,0.3,5.89,5.92,1142,13,NA
"T",222,5.75,2024,NA,2.665,0.03,0.25,5.12,5.54,285,12,NA
"L",223,5.75,2024,NA,3.09333333333333,6.48333333333333,60.5666666666667,9.71,6.34666666666667,201.333333333333,12,NA
"R",223,5.75,2024,NA,12.5566666666667,0.06,0.466666666666667,5.87333333333333,5.92333333333333,1110.33333333333,13.3333333333333,NA
"T",223,5.75,2024,NA,2.70333333333333,0.03,0.266666666666667,5.19333333333333,5.52333333333333,282.333333333333,12,NA
"L",224,5.75,2024,NA,2.61666666666667,6.05666666666667,56.6333333333333,9.75,6.34333333333333,184.666666666667,12,NA
"R",224,5.75,2024,NA,12.2333333333333,0.08,0.633333333333333,5.85666666666667,5.92666666666667,1078.66666666667,13.6666666666667,NA
"T",224,5.75,2024,NA,2.74166666666667,0.03,0.283333333333333,5.26666666666667,5.50666666666667,279.666666666667,12,NA
"L",225,5.75,2024,"2024-08-12 13:37:50",2.14,5.63,52.7,9.79,6.34,168,12,NA
"R",225,5.75,2024,"2024-08-12 14:15:50",11.91,0.1,0.8,5.84,5.93,1047,14,NA
"T",225,5.75,2024,NA,2.78,0.03,0.3,5.34,5.49,277,12,NA
"L",226,5.75,2024,NA,2.465,5.305,49.7,9.825,6.305,183.5,12,NA
"R",226,5.75,2024,NA,12.695,0.14,1.15,5.945,5.9,1170,13.5,NA
"T",226,5.75,2024,NA,2.8425,0.03,0.3,5.345,5.5275,285,12,NA
"L",227,5.75,2024,"2024-08-14 13:57:50",2.79,4.98,46.7,9.86,6.27,199,12,NA
"R",227,5.75,2024,"2024-08-14 14:30:50",13.48,0.18,1.5,6.05,5.87,1293,13,NA
"T",227,5.75,2024,NA,2.905,0.03,0.3,5.35,5.565,293,12,NA
"L",228,5.75,2024,NA,2.50666666666667,4.9,45.9666666666667,9.88333333333333,6.28,184.666666666667,12.3333333333333,NA
"R",228,5.75,2024,NA,12.9866666666667,0.21,1.76666666666667,6.07333333333333,5.91666666666667,1239.33333333333,13.3333333333333,NA
"T",228,5.75,2024,NA,3.13333333333333,1.15666666666667,0.3,9.19666666666667,5.65,350.666666666667,11.6666666666667,NA
"L",229,5.75,2024,NA,2.22333333333333,4.82,45.2333333333333,9.90666666666667,6.29,170.333333333333,12.6666666666667,NA
"R",229,5.75,2024,NA,12.4933333333333,0.24,2.03333333333333,6.09666666666667,5.96333333333333,1185.66666666667,13.6666666666667,NA
"T",229,5.75,2024,NA,3.36166666666667,2.28333333333333,0.3,13.0433333333333,5.735,408.333333333333,11.3333333333333,NA
"L",230,5.75,2024,"2024-08-17 14:45:50",1.94,4.74,44.5,9.93,6.3,156,13,NA
"R",230,5.75,2024,"2024-08-17 15:38:50",12,0.27,2.3,6.12,6.01,1132,14,NA
"T",230,5.75,2024,NA,3.59,3.41,0.3,16.89,5.82,466,11,NA
"L",231,5.75,2024,NA,1.71,3.765,35.2,9.73,6.195,148.5,13,NA
"R",231,5.75,2024,NA,10.885,0.255,2.15,6.03,5.935,988,14,NA
"T",231,5.75,2024,NA,3.35,1.7225,0.3,11.1725,5.565,381,11.5,NA
"L",232,5.75,2024,"2024-08-19 15:38:20",1.48,2.79,25.9,9.53,6.09,141,13,NA
"R",232,5.75,2024,"2024-08-19 16:08:50",9.77,0.24,2,5.94,5.86,844,14,NA
"T",232,5.75,2024,NA,3.11,0.035,0.3,5.455,5.31,296,12,NA
"L",233,5.75,2024,NA,2.21,3.775,35.55,9.95,6.18,174.5,13,NA
"R",233,5.75,2024,NA,11.965,0.355,3.05,6.145,5.925,822.5,14,NA
"T",233,5.75,2024,NA,2.945,0.035,0.3,5.4075,5.435,300,12.25,NA
"L",234,5.75,2024,"2024-08-21 11:39:50",2.94,4.76,45.2,10.37,6.27,208,13,NA
"R",234,5.75,2024,"2024-08-21 12:07:50",14.16,0.47,4.1,6.35,5.99,801,14,NA
"T",234,5.75,2024,NA,2.78,0.035,0.3,5.36,5.56,304,12.5,NA
"L",235,5.75,2024,NA,2.7,4.55666666666667,43.3333333333333,10.4366666666667,6.25666666666667,187.333333333333,13,NA
"R",235,5.75,2024,NA,11.1466666666667,0.456666666666667,3.96666666666667,6.40333333333333,6.02,674.666666666667,14.3333333333333,NA
"T",235,5.75,2024,NA,2.80833333333333,0.035,0.3,5.47333333333333,5.57333333333333,301.166666666667,12.5,NA
"L",236,5.75,2024,NA,2.46,4.35333333333333,41.4666666666667,10.5033333333333,6.24333333333333,166.666666666667,13,NA
"R",236,5.75,2024,NA,8.13333333333333,0.443333333333333,3.83333333333333,6.45666666666667,6.05,548.333333333333,14.6666666666667,NA
"T",236,5.75,2024,NA,2.83666666666667,0.035,0.3,5.58666666666667,5.58666666666667,298.333333333333,12.5,NA
"L",237,5.75,2024,"2024-08-24 12:57:50",2.22,4.15,39.6,10.57,6.23,146,13,NA
"R",237,5.75,2024,"2024-08-24 13:27:50",5.12,0.43,3.7,6.51,6.08,422,15,NA
"T",237,5.75,2024,NA,2.865,0.035,0.3,5.7,5.6,295.5,12.5,NA
"L",162,6,2024,"2024-06-10 17:26:20",11.04,6.93,57,6.55,5.98,461,12,NA
"R",162,6,2024,"2024-06-10 17:58:20",10.56,2.9,22.7,4.72,5.85,1127,13,NA
"T",162,6,2024,"2024-06-10 18:48:20",3.73,1.38,10.8,4.51,5.1,258,10,NA
"L",163,6,2024,NA,12.64,6.24666666666667,51.3333333333333,6.51,6.02333333333333,523.666666666667,12,NA
"R",163,6,2024,NA,11.4333333333333,2.645,20.725,4.72333333333333,5.81666666666667,1221.33333333333,13,NA
"T",163,6,2024,NA,3.94666666666667,1.05333333333333,8.23333333333333,4.50333333333333,5.15333333333333,279.666666666667,9.66666666666667,NA
"L",164,6,2024,NA,14.24,5.56333333333333,45.6666666666667,6.47,6.06666666666667,586.333333333333,12,NA
"R",164,6,2024,NA,12.3066666666667,2.39,18.75,4.72666666666667,5.78333333333333,1315.66666666667,13,NA
"T",164,6,2024,NA,4.16333333333333,0.726666666666667,5.66666666666667,4.49666666666667,5.20666666666667,301.333333333333,9.33333333333333,NA
"L",165,6,2024,"2024-06-13 14:01:20",15.84,4.88,40,6.43,6.11,649,12,NA
"R",165,6,2024,"2024-06-13 14:41:50",13.18,2.135,16.775,4.73,5.75,1410,13,NA
"T",165,6,2024,"2024-06-13 17:13:20",4.38,0.4,3.1,4.49,5.26,323,9,NA
"L",166,6,2024,"2024-06-14 14:10:20",15.93,7.4,61.5,6.93,6.54,660,12,NA
"R",166,6,2024,"2024-06-14 14:54:20",16.15,1.88,14.8,4.81,6.1,1489,14,NA
"T",166,6,2024,"2024-06-14 15:25:20",6.58,1.7,13.3,4.65,5.46,330,9,NA
"L",167,6,2024,NA,18.27,6.74,55.95,6.8625,6.4975,763.75,12,NA
"R",167,6,2024,NA,14.4175,1.545,12.15,4.8075,6.08,1356,13.75,NA
"T",167,6,2024,NA,5.85,1.8,14.1,4.685,5.4625,300.25,9.25,NA
"L",168,6,2024,NA,20.61,6.08,50.4,6.795,6.455,867.5,12,NA
"R",168,6,2024,NA,12.685,1.21,9.5,4.805,6.06,1223,13.5,NA
"T",168,6,2024,NA,5.12,1.9,14.9,4.72,5.465,270.5,9.5,NA
"L",169,6,2024,NA,22.95,5.42,44.85,6.7275,6.4125,971.25,12,NA
"R",169,6,2024,NA,10.9525,0.875,6.85,4.8025,6.04,1090,13.25,NA
"T",169,6,2024,NA,4.39,2,15.7,4.755,5.4675,240.75,9.75,NA
"L",170,6,2024,"2024-06-18 15:33:20",25.29,4.76,39.3,6.66,6.37,1075,12,NA
"R",170,6,2024,"2024-06-18 16:05:20",9.22,0.54,4.2,4.8,6.02,957,13,NA
"T",170,6,2024,"2024-06-18 16:36:20",3.66,2.1,16.5,4.79,5.47,211,10,NA
"L",171,6,2024,NA,18.29,5.43,45,6.815,6.345,862.5,12,NA
"R",171,6,2024,NA,9.49,0.935,7.35,4.84,6.02,956,13,NA
"T",171,6,2024,NA,4.525,1.26,9.9,4.705,5.425,272.5,9.5,NA
"L",172,6,2024,"2024-06-20 15:50:20",11.29,6.1,50.7,6.97,6.32,650,12,NA
"R",172,6,2024,"2024-06-20 16:31:20",9.76,1.33,10.5,4.88,6.02,955,13,NA
"T",172,6,2024,"2024-06-20 17:12:20",5.39,0.42,3.3,4.62,5.38,334,9,NA
"L",173,6,2024,"2024-06-21 15:17:20",6.52,6.6,55.1,7.08,6.4,504,12,NA
"R",173,6,2024,"2024-06-21 15:50:20",11.06,0.5,4,4.9,6.08,952,13,NA
"T",173,6,2024,"2024-06-21 16:26:20",3.92,0.83,6.6,4.68,5.46,289,9,NA
"L",174,6,2024,NA,6.52333333333333,6.25333333333333,52.2,7.07333333333333,6.37,506,12,NA
"R",174,6,2024,NA,10.3333333333333,0.353333333333333,2.83333333333333,4.93,6.03,872.333333333333,13,NA
"T",174,6,2024,NA,3.59,0.566666666666667,4.5,4.63666666666667,5.44666666666667,285.666666666667,9.66666666666667,NA
"L",175,6,2024,NA,6.52666666666667,5.90666666666667,49.3,7.06666666666667,6.34,508,12,NA
"R",175,6,2024,NA,9.60666666666667,0.206666666666667,1.66666666666667,4.96,5.98,792.666666666667,13,NA
"T",175,6,2024,NA,3.26,0.303333333333333,2.4,4.59333333333333,5.43333333333333,282.333333333333,10.3333333333333,NA
"L",176,6,2024,"2024-06-24 14:48:20",6.53,5.56,46.4,7.06,6.31,510,12,NA
"R",176,6,2024,"2024-06-24 15:21:20",8.88,0.06,0.5,4.99,5.93,713,13,NA
"T",176,6,2024,"2024-06-24 16:02:50",2.93,0.04,0.3,4.55,5.42,279,11,NA
"L",177,6,2024,NA,9.83,5.23,43.65,7.05,6.28,637,12,NA
"R",177,6,2024,NA,9.245,0.14,1.1,5.02,5.95,795,13,NA
"T",177,6,2024,NA,4.48,0.095,0.75,4.63,5.375,392.5,10,NA
"L",178,6,2024,"2024-06-26 14:06:20",13.13,4.9,40.9,7.04,6.25,764,12,NA
"R",178,6,2024,"2024-06-26 14:42:20",9.61,0.22,1.7,5.05,5.97,877,13,NA
"T",178,6,2024,"2024-06-26 15:20:20",6.03,0.15,1.2,4.71,5.33,506,9,NA
"L",179,6,2024,NA,12.79,5.31,44.4,7.15,6.225,694,12,NA
"R",179,6,2024,NA,11.085,0.175,1.35,5.08,5.97,922.5,13,NA
"T",179,6,2024,NA,5.28,0.13,1.05,4.72,5.365,468.5,9.5,NA
"L",180,6,2024,"2024-06-28 14:49:20",12.45,5.72,47.9,7.26,6.2,624,12,NA
"R",180,6,2024,"2024-06-28 15:25:20",12.56,0.13,1,5.11,5.97,968,13,NA
"T",180,6,2024,"2024-06-28 16:06:20",4.53,0.11,0.9,4.73,5.4,431,10,NA
"L",181,6,2024,NA,10.4133333333333,6.49333333333333,54.6666666666667,7.42333333333333,6.25333333333333,596.666666666667,12,NA
"R",181,6,2024,NA,12.8066666666667,0.226666666666667,1.76666666666667,5.15666666666667,6.00333333333333,914.333333333333,13,NA
"T",181,6,2024,NA,4.31666666666667,0.213333333333333,1.7,4.76666666666667,5.38666666666667,378,9.66666666666667,NA
"L",182,6,2024,NA,8.37666666666667,7.26666666666667,61.4333333333333,7.58666666666667,6.30666666666667,569.333333333333,12,NA
"R",182,6,2024,NA,13.0533333333333,0.323333333333333,2.53333333333333,5.20333333333333,6.03666666666667,860.666666666667,13,NA
"T",182,6,2024,NA,4.10333333333333,0.316666666666667,2.5,4.80333333333333,5.37333333333333,325,9.33333333333333,NA
"L",183,6,2024,"2024-07-01 14:01:20",6.34,8.04,68.2,7.75,6.36,542,12,NA
"R",183,6,2024,"2024-07-01 14:36:20",13.3,0.42,3.3,5.25,6.07,807,13,NA
"T",183,6,2024,"2024-07-01 15:24:20",3.89,0.42,3.3,4.84,5.36,272,9,NA
"L",184,6,2024,NA,7.2,9.005,76.85,7.975,6.485,489.5,12,NA
"R",184,6,2024,NA,13.165,0.255,2,5.215,6.065,942.5,13,NA
"T",184,6,2024,NA,3.265,0.23,1.8,4.775,5.435,264,9.5,NA
"L",185,6,2024,"2024-07-03 13:39:20",8.06,9.97,85.5,8.2,6.61,437,12,NA
"R",185,6,2024,"2024-07-03 14:10:20",13.03,0.09,0.7,5.18,6.06,1078,13,NA
"T",185,6,2024,"2024-07-03 14:43:20",2.64,0.04,0.3,4.71,5.51,256,10,NA
"L",186,6,2024,NA,10.145,7.735,65.95,7.885,6.545,521.5,12,NA
"R",186,6,2024,NA,11.08,0.085,0.65,5.18,6.01,973.5,13,NA
"T",186,6,2024,NA,2.7,0.06,0.45,4.715,5.53,252.5,10.5,NA
"L",187,6,2024,"2024-07-05 12:41:20",12.23,5.5,46.4,7.57,6.48,606,12,NA
"R",187,6,2024,"2024-07-05 13:11:20",9.13,0.08,0.6,5.18,5.96,869,13,NA
"T",187,6,2024,"2024-07-05 13:54:20",2.76,0.08,0.6,4.72,5.55,249,11,NA
"L",188,6,2024,NA,11.0133333333333,5.46666666666667,46.2,7.63,6.4,527.333333333333,12,NA
"R",188,6,2024,NA,9.93333333333333,0.123333333333333,0.966666666666667,5.26,6.05333333333333,886.333333333333,13,NA
"T",188,6,2024,NA,2.69,0.486666666666667,3.86666666666667,4.94,5.54333333333333,214.333333333333,10.3333333333333,NA
"L",189,6,2024,NA,9.79666666666667,5.43333333333333,46,7.69,6.32,448.666666666667,12,NA
"R",189,6,2024,NA,10.7366666666667,0.166666666666667,1.33333333333333,5.34,6.14666666666667,903.666666666667,13,NA
"T",189,6,2024,NA,2.62,0.893333333333333,7.13333333333333,5.16,5.53666666666667,179.666666666667,9.66666666666667,NA
"L",190,6,2024,"2024-07-08 14:31:20",8.58,5.4,45.8,7.75,6.24,370,12,NA
"R",190,6,2024,"2024-07-08 16:57:20",11.54,0.21,1.7,5.42,6.24,921,13,NA
"T",190,6,2024,NA,2.55,1.3,10.4,5.38,5.53,145,9,NA
"L",191,6,2024,NA,10.69,5.75,48.85,7.825,6.265,495,12,NA
