"lake","doy","depth","year","date_time","chl_ugL","do_mgL","do_percent","temp","pH","phyco_cells","SPC","flag"
"L",155,6.5,2022,"2022-06-04 09:23:50",20.03,0.72,6,4.85,5.86,2103,16,NA
"R",155,6.5,2022,"2022-06-04 08:59:50",32.46,0.96,8,4.72,6,1933,15,NA
"T",155,6.5,2022,"2022-06-04 08:32:50",3.4,0.7,5.8,4.24,NA,655,13,"pH"
"L",156,6.5,2022,"2022-06-05 09:28:50",10.55,0.74,6.2,4.84,5.68,1304,18,NA
"R",156,6.5,2022,"2022-06-05 09:06:50",17.23,0.96,8,4.75,5.73,2169,16,NA
"T",156,6.5,2022,"2022-06-05 08:39:50",3.28,0.47,3.8,4.25,NA,703,13,"pH"
"L",157,6.5,2022,"2022-06-06 09:10:50",16.63,0.75,6.3,4.93,5.52,1531,17,NA
"R",157,6.5,2022,"2022-06-06 09:34:50",27.14,0.96,8,4.78,5.69,1785,15,NA
"T",157,6.5,2022,"2022-06-06 08:42:50",2.6,0.42,3.5,4.26,4.97,690,13,NA
"L",158,6.5,2022,"2022-06-07 09:37:50",22.35,0.71,6,4.91,5.52,1827,16,NA
"R",158,6.5,2022,"2022-06-07 09:09:50",22.22,0.83,6.9,4.77,5.61,1318,15,NA
"T",158,6.5,2022,"2022-06-07 08:43:50",2.73,0.43,3.5,4.26,5.08,266,13,NA
"L",159,6.5,2022,"2022-06-08 09:01:50",20.79,0.75,6.3,5,5.55,2457,15,NA
"R",159,6.5,2022,"2022-06-08 08:37:50",22.87,0.74,6.2,4.78,5.51,1888,15,NA
"T",159,6.5,2022,"2022-06-08 09:39:50",2.61,0.62,5.1,4.24,5.16,568,13,NA
"L",160,6.5,2022,"2022-06-09 09:16:50",21.11,0.41,3.4,4.98,5.39,2118,16,NA
"R",160,6.5,2022,"2022-06-09 09:43:50",17.16,0.83,7,4.78,5.54,2250,16,NA
"T",160,6.5,2022,"2022-06-09 10:29:50",2.52,0.5,4.1,4.26,5.02,533,13,NA
"L",161,6.5,2022,"2022-06-10 11:28:50",18.15,0.74,6.2,5,5.4,2157,17,NA
"R",161,6.5,2022,"2022-06-10 10:59:50",15.74,0.77,6.5,4.82,5.51,1798,16,NA
"T",161,6.5,2022,"2022-06-10 12:23:50",2.73,0.74,6.1,4.27,4.99,557,13,NA
"L",162,6.5,2022,"2022-06-11 08:46:50",19.64,0.65,5.4,4.99,5.42,2317,17,NA
"R",162,6.5,2022,"2022-06-11 12:24:50",34.03,0.89,7.5,4.88,5.56,1890,16,NA
"T",162,6.5,2022,"2022-06-11 13:01:50",2.37,0.72,5.9,4.25,5.12,523,13,NA
"L",163,6.5,2022,"2022-06-12 09:59:50",16.94,0.72,6,4.99,5.39,2047,17,NA
"R",163,6.5,2022,"2022-06-12 09:35:50",26.24,0.95,8,4.9,5.38,1658,16,NA
"T",163,6.5,2022,"2022-06-12 10:29:50",2.41,0.72,5.9,4.27,5.06,550,13,NA
"L",164,6.5,2022,"2022-06-13 10:42:20",9.56,0.7,5.8,4.93,5.41,1560,22,NA
"R",164,6.5,2022,"2022-06-13 11:19:50",17.09,0.81,6.8,4.89,5.6,1416,15,NA
"T",164,6.5,2022,"2022-06-13 10:11:50",2.96,0.7,5.8,4.25,5.02,592,13,NA
"L",165,6.5,2022,"2022-06-14 09:57:50",24.24,0.67,5.7,5.01,5.47,2512,17,NA
"R",165,6.5,2022,"2022-06-14 09:27:50",14.23,0.84,7,4.93,5.55,1371,16,NA
"T",165,6.5,2022,"2022-06-14 08:51:50",4.09,0.4,3.3,4.33,5,643,12,NA
"L",166,6.5,2022,"2022-06-15 10:51:50",39.33,0.6,5.1,5.15,NA,3127,13,"pH"
"R",166,6.5,2022,"2022-06-15 11:13:50",17.97,0.84,7,4.95,NA,1422,16,"pH"
"T",166,6.5,2022,"2022-06-15 11:46:50",3.2,0.7,5.7,4.31,NA,309,13,"pH"
"L",167,6.5,2022,"2022-06-16 09:45:50",6.26,0.39,3.3,5.01,NA,1132,20,"pH"
"R",167,6.5,2022,"2022-06-16 10:08:50",13.79,0.76,6.3,4.96,NA,1482,16,"pH"
"T",167,6.5,2022,"2022-06-16 10:44:50",2.14,0.67,5.5,4.26,NA,497,13,"pH"
"L",168,6.5,2022,"2022-06-17 07:39:50",35.85,0.44,3.7,5.18,NA,4042,14,"pH"
"R",168,6.5,2022,"2022-06-17 08:02:50",18.93,0.77,6.4,4.93,NA,1772,16,"pH"
"T",168,6.5,2022,"2022-06-17 08:33:50",2.56,0.63,5.2,4.28,NA,553,13,"pH"
"L",169,6.5,2022,"2022-06-18 10:45:50",19.85,0.6,5.1,5.18,NA,2471,17,"pH"
"R",169,6.5,2022,"2022-06-18 11:07:50",14.51,0.79,6.6,5.01,NA,1651,16,"pH"
"T",169,6.5,2022,"2022-06-18 11:35:50",2.76,0.65,5.4,4.3,NA,561,13,"pH"
"L",170,6.5,2022,"2022-06-19 10:01:50",40.66,0.35,3,5.19,NA,4553,15,"pH"
"R",170,6.5,2022,"2022-06-19 10:22:50",28.7,0.83,7,5.03,NA,1618,16,"pH"
"T",170,6.5,2022,"2022-06-19 10:52:50",2.5,0.6,5,4.27,NA,522,13,"pH"
"L",171,6.5,2022,"2022-06-20 09:31:20",47.28,0.62,5.2,5.17,NA,4343,15,"pH"
"R",171,6.5,2022,"2022-06-20 10:04:20",16.43,0.72,6,5.02,NA,1343,16,"pH"
"T",171,6.5,2022,"2022-06-20 09:04:50",3.2,0.33,2.7,4.28,NA,585,13,"pH"
"L",172,6.5,2022,"2022-06-21 09:52:20",33.97,0.72,6.1,5.12,NA,3571,16,"pH"
"R",172,6.5,2022,"2022-06-21 09:22:20",10.95,0.85,7.1,5.07,NA,1435,16,"pH"
"T",172,6.5,2022,"2022-06-21 08:52:50",2.52,0.38,3.2,4.27,NA,541,13,"pH"
"L",173,6.5,2022,"2022-06-22 09:18:20",42.05,NA,NA,5.18,NA,4696,16,"pH"
"R",173,6.5,2022,"2022-06-22 08:52:20",22.48,NA,NA,5.09,NA,1751,16,"pH"
"T",173,6.5,2022,"2022-06-22 10:35:50",2.89,0.76,6.3,4.32,NA,581,14,"pH"
"L",174,6.5,2022,"2022-06-23 09:17:20",48.66,0.71,6,5.27,NA,4653,15,"pH"
"R",174,6.5,2022,"2022-06-23 08:45:20",34.46,0.93,7.8,5.11,NA,1757,16,"pH"
"T",174,6.5,2022,"2022-06-23 09:47:50",2.83,0.73,6.1,4.28,NA,564,13,"pH"
"L",175,6.5,2022,"2022-06-24 09:49:20",35.28,0.71,6,5.35,5.5,4039,14,NA
"R",175,6.5,2022,"2022-06-24 09:22:20",38.95,1.11,9.3,5.18,5.65,1941,16,NA
"T",175,6.5,2022,"2022-06-24 08:50:50",2.98,0.44,3.6,4.3,5.04,595,13,NA
"L",176,6.5,2022,"2022-06-25 08:26:20",40.02,0.71,6,5.35,5.52,4417,14,NA
"R",176,6.5,2022,"2022-06-25 08:04:20",35.28,1.18,10,5.18,5.62,1672,16,NA
"T",176,6.5,2022,"2022-06-25 07:39:50",3.2,0.43,3.5,4.29,5.02,634,13,NA
"L",177,6.5,2022,"2022-06-26 10:18:20",44.46,0.68,5.8,5.35,5.5,4387,14,NA
"R",177,6.5,2022,"2022-06-26 09:51:20",16.42,1.03,8.7,5.21,5.45,1295,16,NA
"T",177,6.5,2022,"2022-06-26 09:24:50",2.83,0.67,5.5,4.32,5.09,727,14,NA
"L",178,6.5,2022,"2022-06-27 08:48:20",41.29,0.62,5.3,5.33,5.32,4013,NA,NA
"R",178,6.5,2022,"2022-06-27 09:44:20",28.42,0.95,8,5.21,5.62,1372,NA,NA
"T",178,6.5,2022,"2022-06-27 09:16:50",2.74,0.71,5.9,4.29,5.1,587,NA,NA
"L",179,6.5,2022,"2022-06-28 09:22:20",49.89,0.63,5.4,5.39,5.42,4965,15,NA
"R",179,6.5,2022,"2022-06-28 08:54:20",24.43,1,8.5,5.23,5.57,1315,16,NA
"T",179,6.5,2022,"2022-06-28 10:09:50",3.02,0.52,4.3,4.33,5.1,587,14,NA
"L",180,6.5,2022,"2022-06-29 09:30:20",54.6,0.49,4.1,5.42,5.46,4507,15,NA
"R",180,6.5,2022,"2022-06-29 09:56:20",23.77,0.84,7.1,5.23,5.6,1363,16,NA
"T",180,6.5,2022,"2022-06-29 08:54:50",3.61,0.36,3,4.31,5.05,641,13,NA
"L",181,6.5,2022,"2022-06-30 10:17:20",36.48,0.67,5.7,5.44,5.45,4080,15,NA
"R",181,6.5,2022,"2022-06-30 09:53:20",14.78,0.7,5.9,5.21,5.52,1199,16,NA
"T",181,6.5,2022,"2022-06-30 09:23:50",2.91,0.58,4.8,4.3,5.03,596,13,NA
"L",182,6.5,2022,"2022-07-01 10:25:20",35.58,0.78,6.7,5.61,5.54,3442,13,NA
"R",182,6.5,2022,"2022-07-01 09:33:20",22.09,0.84,7,5.26,5.54,1139,16,NA
"T",182,6.5,2022,"2022-07-01 09:04:50",3.08,0.75,6.2,4.3,5.02,597,13,NA
"L",183,6.5,2022,"2022-07-02 09:31:20",52.84,0.74,6.3,5.51,5.45,5508,15,NA
"R",183,6.5,2022,"2022-07-02 09:01:20",39.37,0.87,7.3,5.25,5.51,2451,16,NA
"T",183,6.5,2022,"2022-07-02 08:33:50",4.22,0.73,6,4.38,5.07,810,13,NA
"L",184,6.5,2022,"2022-07-03 11:04:20",44.05,0.75,6.4,5.6,5.49,3619,14,NA
"R",184,6.5,2022,"2022-07-03 10:44:20",23.52,0.97,8.2,5.31,5.5,1130,16,NA
"T",184,6.5,2022,"2022-07-03 10:20:50",3.35,0.76,6.3,4.31,4.97,738,13,NA
"L",186,6.5,2022,"2022-07-05 08:57:20",28.04,0.73,6.2,5.75,5.41,3086,14,NA
"R",186,6.5,2022,"2022-07-05 09:52:20",15.82,0.85,7.1,5.33,5.52,1032,16,NA
"T",186,6.5,2022,"2022-07-05 09:24:50",2.94,0.76,6.3,4.33,5.06,631,13,NA
"L",188,6.5,2022,"2022-07-07 09:07:20",50.07,0.72,6.1,5.59,5.4,4703,14,NA
"R",188,6.5,2022,"2022-07-07 09:39:20",19.09,0.94,7.9,5.39,5.55,1035,16,NA
"T",188,6.5,2022,"2022-07-07 08:43:50",3.2,0.77,6.3,4.33,5.03,637,13,NA
"L",190,6.5,2022,"2022-07-09 10:00:20",53.8,0.73,6.2,5.62,5.43,4768,14,NA
"R",190,6.5,2022,"2022-07-09 09:20:20",30.2,0.91,7.7,5.43,5.53,1551,16,NA
"T",190,6.5,2022,"2022-07-09 08:52:50",2.95,0.76,6.3,4.32,5,614,13,NA
"L",192,6.5,2022,"2022-07-11 11:38:20",46.55,0.72,6.2,5.72,5.42,4773,13,NA
"R",192,6.5,2022,"2022-07-11 09:30:20",25.55,NA,NA,5.48,5.4,1365,16,NA
"T",192,6.5,2022,"2022-07-11 12:11:50",2.76,0.76,6.2,4.31,5.11,556,14,NA
"L",194,6.5,2022,"2022-07-13 09:23:20",49.42,0.73,6.3,5.86,5.5,4420,14,NA
"R",194,6.5,2022,"2022-07-13 08:57:20",32.04,0.96,8.1,5.54,5.59,1482,16,NA
"T",194,6.5,2022,"2022-07-13 10:04:50",3.43,0.76,6.3,4.35,5.21,633,13,NA
"L",196,6.5,2022,"2022-07-15 09:14:20",44.7033333333333,0.73,6.3,5.92,5.53,3755,14,NA
"R",196,6.5,2022,"2022-07-15 09:35:20",17.69,0.84,7.1,5.55,5.68,1269,16,NA
"T",196,6.5,2022,"2022-07-15 10:14:50",3.73,0.77,6.3,4.32,5.17,632,14,NA
"L",198,6.5,2022,"2022-07-17 09:22:20",39.2,0.72,6.2,6.02,5.56,3372,13,NA
"R",198,6.5,2022,"2022-07-17 08:58:20",29.46,0.86,7.3,5.6,5.64,1325,16,NA
"T",198,6.5,2022,"2022-07-17 09:49:50",3.27,0.76,6.2,4.3,5.22,582,14,NA
"L",200,6.5,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,6.5,2022,"2022-07-19 09:05:20",33.78,0.94,8,5.66,5.66,1619,16,NA
"T",200,6.5,2022,"2022-07-19 09:39:50",3.7,0.76,6.2,4.35,5.15,673,13,NA
"L",202,6.5,2022,"2022-07-21 11:43:20",56.08,0.71,6.1,5.97,5.45,4786,14,NA
"R",202,6.5,2022,"2022-07-21 12:04:20",23.46,0.72,6.1,5.69,5.61,1190,16,NA
"T",202,6.5,2022,"2022-07-21 12:35:50",3,0.75,6.2,4.35,5.21,597,14,NA
"L",204,6.5,2022,"2022-07-23 09:35:20",63.42,0.71,6.1,6.1,5.61,5274,14,NA
"R",204,6.5,2022,"2022-07-23 09:12:20",24.57,0.86,7.3,5.74,5.67,1291,16,NA
"T",204,6.5,2022,"2022-07-23 08:46:50",4.28,0.74,6.1,4.37,5.22,695,14,NA
"L",206,6.5,2022,"2022-07-25 10:49:20",44.41,0.69,6,6.12,5.43,3616,13,NA
"R",206,6.5,2022,"2022-07-25 11:11:20",31.49,0.7,6,5.78,5.68,1506,16,NA
"T",206,6.5,2022,"2022-07-25 10:26:50",3.25,0.76,6.2,4.36,5.22,738,14,NA
"L",210,6.5,2022,"2022-07-29 09:25:20",29.8,0.68,5.8,6.19,5.62,3580,12,NA
"R",210,6.5,2022,"2022-07-29 09:03:20",26.88,0.67,5.8,5.87,5.76,1578,17,NA
"T",210,6.5,2022,"2022-07-29 08:37:50",3.62,0.72,5.9,4.36,5.39,760,14,NA
"L",212,6.5,2022,"2022-07-31 13:08:20",68.22,0.7,6,5.97,5.55,4608,17,NA
"R",212,6.5,2022,"2022-07-31 12:46:20",33.8,0.71,6.1,5.9,5.74,1615,17,NA
"T",212,6.5,2022,"2022-07-31 12:17:50",3.28,0.75,6.2,4.35,5.33,746,14,NA
"L",213,6.5,2022,"2022-08-01 12:46:20",52.42,0.69,6,6.1,5.58,3999,13,NA
"R",213,6.5,2022,"2022-08-01 12:18:20",22.99,0.68,5.8,5.92,5.74,1637,17,NA
"T",213,6.5,2022,"2022-08-01 11:52:50",4.61,0.73,6,4.42,5.47,786,14,NA
"L",214,6.5,2022,"2022-08-02 10:02:20",42.39,0.7,6,6.32,5.66,3772,13,NA
"R",214,6.5,2022,"2022-08-02 11:02:20",5.28,0.71,6.1,5.81,5.77,742,17,NA
"T",214,6.5,2022,"2022-08-02 10:34:50",3.34,0.72,5.9,4.38,5.38,591,14,NA
"L",216,6.5,2022,"2022-08-04 14:36:20",39.74,0.71,6.1,6.39,5.79,2903,12,NA
"R",216,6.5,2022,"2022-08-04 14:13:20",5.69,0.71,6.1,5.86,5.98,805,17,NA
"T",216,6.5,2022,"2022-08-04 13:49:50",3.03,0.76,6.2,4.38,5.46,670,15,NA
"L",218,6.5,2022,"2022-08-06 12:27:20",48.96,0.69,6,6.4,5.66,4039,13,NA
"R",218,6.5,2022,"2022-08-06 12:02:20",6.02,0.7,6,5.87,5.8,819,17,NA
"T",218,6.5,2022,"2022-08-06 11:33:50",4.99,0.75,6.2,4.41,5.39,827,14,NA
"L",220,6.5,2022,"2022-08-08 09:36:20",48.96,0.69,6,6.33,5.64,3536,13,NA
"R",220,6.5,2022,"2022-08-08 10:02:20",5.81,0.72,6.1,5.89,5.82,788,17,NA
"T",220,6.5,2022,"2022-08-08 09:02:50",3.5,0.75,6.2,4.37,5.46,737,15,NA
"L",153,6.75,2022,NA,11.95,NA,6.35,NA,5.24,1357.5,18.5,NA
"R",153,6.75,2022,NA,22.95,NA,6.45,NA,5.245,2171.5,16,NA
"T",153,6.75,2022,NA,2.775,NA,6.2,NA,4.86,578.5,12.5,NA
"L",154,6.75,2022,NA,4.87,NA,6.15,NA,NA,1074,21.5,NA
"R",154,6.75,2022,NA,15.24,NA,5.85,NA,NA,1640,16.5,NA
"T",154,6.75,2022,NA,2.695,NA,6.1,NA,NA,561.5,13,NA
"L",155,6.75,2022,NA,12.245,NA,6,NA,5.825,1443,19,NA
"R",155,6.75,2022,NA,22.56,NA,7.6,NA,5.955,1874,16,NA
"T",155,6.75,2022,NA,3.175,NA,5.85,NA,NA,626,13,NA
"L",156,6.75,2022,NA,7.115,NA,6.1,NA,5.635,1006,21,NA
"R",156,6.75,2022,NA,13.625,NA,7.15,NA,5.71,1831,16.5,NA
"T",156,6.75,2022,NA,3.01,NA,3.85,NA,NA,686.5,13,NA
"L",157,6.75,2022,NA,10.425,NA,6.15,NA,5.475,1151,20.5,NA
"R",157,6.75,2022,NA,19.515,NA,7.55,NA,5.665,1696.5,16,NA
"T",157,6.75,2022,NA,2.685,NA,3.5,NA,4.985,690.5,13,NA
"L",158,6.75,2022,NA,13.68,NA,5.95,NA,5.495,1183.5,18,NA
"R",158,6.75,2022,NA,15.89,NA,6.6,NA,5.575,1206.5,16,NA
"T",158,6.75,2022,NA,2.525,NA,3.6,NA,5.105,263,13,NA
"L",159,6.75,2022,NA,13.035,NA,6.05,NA,5.515,1696.5,19,NA
"R",159,6.75,2022,NA,26.1,NA,5.75,NA,5.495,2392,15.5,NA
"T",159,6.75,2022,NA,2.74,NA,5.1,NA,5.175,595,13,NA
"L",160,6.75,2022,NA,12.775,NA,3.45,NA,5.355,1468,20,NA
"R",160,6.75,2022,NA,12.985,NA,6.5,NA,5.515,1772,16.5,NA
"T",160,6.75,2022,NA,2.38,NA,4.1,NA,5.055,520.5,13.5,NA
"L",161,6.75,2022,NA,12.045,NA,6.15,NA,5.375,1584.5,20,NA
"R",161,6.75,2022,NA,19.72,NA,6.35,NA,5.49,2097,16.5,NA
"T",161,6.75,2022,NA,2.505,NA,6.1,NA,5.015,539.5,13.5,NA
"L",162,6.75,2022,NA,13.29,NA,5.3,NA,5.405,1787,19.5,NA
"R",162,6.75,2022,NA,35.4,NA,7.15,NA,5.55,2398,16,NA
"T",162,6.75,2022,NA,2.47,NA,5.9,NA,5.135,537.5,13,NA
"L",163,6.75,2022,NA,10.59,NA,6,NA,5.375,1409,20.5,NA
"R",163,6.75,2022,NA,24.715,NA,7.6,NA,5.365,2012.5,16,NA
"T",163,6.75,2022,NA,2.46,NA,5.95,NA,5.075,556,13.5,NA
"L",164,6.75,2022,NA,7.625,NA,5.8,NA,5.415,1269.5,24.5,NA
"R",164,6.75,2022,NA,14.17,NA,6.45,NA,5.585,1478,15.5,NA
"T",164,6.75,2022,NA,2.775,NA,5.8,NA,5.04,580,13.5,NA
"L",165,6.75,2022,NA,14.46,NA,5.65,NA,5.465,1708,20.5,NA
"R",165,6.75,2022,NA,10.42,NA,6.75,NA,5.535,1248.5,16.5,NA
"T",165,6.75,2022,NA,3.38,NA,3.35,NA,5.03,605.5,13,NA
"L",166,6.75,2022,NA,27.635,NA,4.95,NA,NA,1943,18,NA
"R",166,6.75,2022,NA,13.39,NA,6.55,NA,NA,1414.5,16.5,NA
"T",166,6.75,2022,NA,2.885,NA,5.75,NA,NA,276.5,13,NA
"L",167,6.75,2022,NA,5.37,NA,3.3,NA,NA,1020.5,23,NA
"R",167,6.75,2022,NA,15.295,NA,6,NA,NA,1604.5,16.5,NA
"T",167,6.75,2022,NA,2.1,NA,5.5,NA,NA,500,13.5,NA
"L",168,6.75,2022,NA,22.235,NA,3.7,NA,NA,2783.5,18,NA
"R",168,6.75,2022,NA,12.05,NA,6.05,NA,NA,1413.5,17,NA
"T",168,6.75,2022,NA,2.48,NA,5.2,NA,NA,535.5,13.5,NA
"L",169,6.75,2022,NA,12.49,NA,4.75,NA,NA,1755,20.5,NA
"R",169,6.75,2022,NA,11.12,NA,6.25,NA,NA,1390.5,16.5,NA
"T",169,6.75,2022,NA,2.58,NA,5.45,NA,NA,540.5,13.5,NA
"L",170,6.75,2022,NA,23.365,NA,2.95,NA,NA,2869.5,19,NA
"R",170,6.75,2022,NA,25.66,NA,6.6,NA,NA,1750.5,16.5,NA
"T",170,6.75,2022,NA,2.355,NA,5,NA,NA,521,13.5,NA
"L",171,6.75,2022,"2022-06-20 09:31:50",13.16,0.62,5.2,5.1,NA,1990,20,"pH"
"R",171,6.75,2022,"2022-06-20 10:04:50",16.26,0.68,5.7,5.02,NA,1473,16,"pH"
"T",171,6.75,2022,NA,2.6,NA,2.75,NA,NA,538.5,13.5,NA
"L",172,6.75,2022,"2022-06-21 09:52:50",16.14,0.73,6.1,5.11,NA,1886,21,"pH"
"R",172,6.75,2022,"2022-06-21 09:22:50",21.01,0.75,6.3,4.98,NA,1820,17,"pH"
"T",172,6.75,2022,NA,2.285,NA,3.2,NA,NA,515,13.5,NA
"L",173,6.75,2022,"2022-06-22 09:18:50",14.74,NA,NA,5.13,NA,2304,20,"pH"
"R",173,6.75,2022,"2022-06-22 08:52:50",25.15,NA,NA,5.09,NA,1733,16,"pH"
"T",173,6.75,2022,NA,2.535,NA,6.3,NA,NA,543.5,14,NA
"L",174,6.75,2022,"2022-06-23 09:17:50",31.01,0.71,6,5.2,NA,3707,17,"pH"
"R",174,6.75,2022,"2022-06-23 08:45:50",19.6,0.88,7.4,5.1,NA,1766,16,"pH"
"T",174,6.75,2022,NA,2.69,NA,6.05,NA,NA,560.5,13.5,NA
"L",175,6.75,2022,"2022-06-24 09:49:50",42.21,0.71,6,5.26,5.48,4628,16,NA
"R",175,6.75,2022,"2022-06-24 09:22:50",41.32,1.12,9.4,5.17,5.63,1966,16,NA
"T",175,6.75,2022,NA,2.725,NA,3.65,NA,5.06,580,13.5,NA
"L",176,6.75,2022,"2022-06-25 08:26:50",25.79,0.7,6,5.24,5.5,4297,17,NA
"R",176,6.75,2022,"2022-06-25 08:04:50",31.46,1.15,9.7,5.18,5.61,1595,16,NA
"T",176,6.75,2022,NA,3.01,NA,3.5,NA,5.04,601,13.5,NA
"L",177,6.75,2022,"2022-06-26 10:18:50",21.03,0.69,5.8,5.25,5.46,3329,18,NA
"R",177,6.75,2022,"2022-06-26 09:51:50",9.57,0.92,7.8,5.15,5.57,1025,16,NA
"T",177,6.75,2022,NA,2.64,NA,5.5,NA,5.11,707.5,14,NA
"L",178,6.75,2022,"2022-06-27 08:48:50",14.18,0.63,5.3,5.2,5.29,2908,NA,NA
"R",178,6.75,2022,"2022-06-27 09:44:50",20.67,0.95,8,5.21,5.6,1284,NA,NA
"T",178,6.75,2022,NA,2.62,NA,5.85,NA,5.125,586,NA,NA
"L",179,6.75,2022,"2022-06-28 09:22:50",24.95,0.61,5.2,5.25,5.42,2691,21,NA
"R",179,6.75,2022,"2022-06-28 08:54:50",20.96,1.01,8.5,5.23,5.56,1316,16,NA
"T",179,6.75,2022,NA,2.74,NA,4.3,NA,5.12,567,14.5,NA
"L",180,6.75,2022,"2022-06-29 09:30:50",30.62,0.45,3.8,5.41,5.44,3963,16,NA
"R",180,6.75,2022,"2022-06-29 09:56:50",35.46,0.84,7.1,5.24,5.6,1392,16,NA
"T",180,6.75,2022,NA,3.185,NA,3,NA,5.075,615.5,13.5,NA
"L",181,6.75,2022,"2022-06-30 10:17:50",52.5,0.67,5.7,5.35,5.44,4744,15,NA
"R",181,6.75,2022,"2022-06-30 09:53:50",16.43,0.7,5.9,5.22,5.52,1210,16,NA
"T",181,6.75,2022,NA,2.855,NA,4.85,NA,5.055,601.5,13.5,NA
"L",182,6.75,2022,"2022-07-01 10:25:50",63.53,0.74,6.3,5.52,5.5,5001,13,NA
"R",182,6.75,2022,"2022-07-01 09:33:50",24.83,0.82,6.9,5.27,5.52,1235,16,NA
"T",182,6.75,2022,NA,2.88,NA,6.25,NA,5.045,590.5,13.5,NA
"L",183,6.75,2022,"2022-07-02 09:31:50",24.97,0.73,6.2,5.37,5.42,3661,19,NA
"R",183,6.75,2022,"2022-07-02 09:01:50",33.33,0.72,6,5.23,5.48,2403,17,NA
"T",183,6.75,2022,NA,3.34,NA,6,NA,5.1,739.5,13.5,NA
"L",184,6.75,2022,"2022-07-03 11:04:50",42.42,0.73,6.2,5.4,5.46,3996,17,NA
"R",184,6.75,2022,"2022-07-03 10:44:50",11.44,0.86,7.3,5.27,5.49,951,16,NA
"T",184,6.75,2022,NA,2.855,NA,6.3,NA,4.99,697.5,14,NA
"L",186,6.75,2022,"2022-07-05 08:57:50",41.8,0.73,6.2,5.48,5.38,4962,16,NA
"R",186,6.75,2022,"2022-07-05 09:52:50",16.84,0.83,7,5.35,5.53,1115,16,NA
"T",186,6.75,2022,NA,2.865,NA,6.3,NA,5.08,609,13.5,NA
"L",188,6.75,2022,"2022-07-07 09:07:50",21.22,0.73,6.2,5.44,5.39,3737,20,NA
"R",188,6.75,2022,"2022-07-07 09:39:50",13.96,0.95,8,5.4,5.54,953,16,NA
"T",188,6.75,2022,NA,2.895,NA,6.25,NA,5.055,627,13.5,NA
"L",190,6.75,2022,"2022-07-09 10:00:50",31.63,0.73,6.2,5.4,5.42,3351,21,NA
"R",190,6.75,2022,"2022-07-09 09:20:50",28.81,0.9,7.6,5.43,5.52,1477,16,NA
"T",190,6.75,2022,NA,2.87,NA,6.25,NA,5.025,603,13.5,NA
"L",192,6.75,2022,"2022-07-11 11:38:50",72.56,0.72,6.1,5.52,5.39,5704,16,NA
"R",192,6.75,2022,"2022-07-11 09:30:50",26.26,NA,NA,5.5,5.39,1468,16,NA
"T",192,6.75,2022,NA,2.57,NA,6.2,NA,5.135,549,14.5,NA
"L",194,6.75,2022,"2022-07-13 09:23:50",63.01,0.73,6.2,5.62,5.48,5602,16,NA
"R",194,6.75,2022,"2022-07-13 08:57:50",26.71,0.95,8.1,5.53,5.57,1419,16,NA
"T",194,6.75,2022,NA,3.03,NA,6.3,NA,5.23,594,14,NA
"L",196,6.75,2022,"2022-07-15 09:14:50",45.55,0.72,6.2,5.67,5.49,4700,16,NA
"R",196,6.75,2022,"2022-07-15 09:35:50",22.38,0.84,7.1,5.54,5.67,1392,16,NA
"T",196,6.75,2022,NA,3.265,NA,6.3,NA,5.2,615,14.5,NA
"L",198,6.75,2022,"2022-07-17 09:22:50",47.28,0.72,6.2,5.72,5.51,4659,17,NA
"R",198,6.75,2022,"2022-07-17 08:58:50",22.15,0.86,7.3,5.61,5.63,1295,16,NA
"T",198,6.75,2022,NA,2.99,NA,6.25,NA,5.245,580.5,14.5,NA
"L",200,6.75,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",200,6.75,2022,"2022-07-19 09:05:50",32.51,0.95,8.1,5.65,5.65,1523,16,NA
"T",200,6.75,2022,NA,3.29,NA,6.2,NA,5.18,632,14,NA
"L",202,6.75,2022,"2022-07-21 11:43:50",17.43,0.72,6.1,5.74,5.47,2762,20,NA
"R",202,6.75,2022,"2022-07-21 12:04:50",20.92,0.73,6.2,5.68,5.59,1274,16,NA
"T",202,6.75,2022,NA,2.725,NA,6.2,NA,5.24,583.5,14.5,NA
"L",204,6.75,2022,"2022-07-23 09:35:50",27.29,0.71,6.1,5.81,5.61,3594,20,NA
"R",204,6.75,2022,"2022-07-23 09:12:50",23.52,0.86,7.4,5.74,5.66,1340,16,NA
"T",204,6.75,2022,NA,3.95,NA,6.1,NA,5.25,675.5,14.5,NA
"L",206,6.75,2022,"2022-07-25 10:49:50",42.05,0.7,6,5.82,5.41,3602,18,NA
"R",206,6.75,2022,"2022-07-25 11:11:50",30.75,0.71,6,5.78,5.66,1521,16,NA
"T",206,6.75,2022,NA,3.055,NA,6.2,NA,5.24,739,14.5,NA
"L",210,6.75,2022,"2022-07-29 09:25:50",45.17,0.68,5.9,5.94,5.61,3457,17,NA
"R",210,6.75,2022,"2022-07-29 09:03:50",19.97,0.67,5.8,5.84,5.74,1418,17,NA
"T",210,6.75,2022,NA,3.085,NA,5.95,NA,5.42,693,14.5,NA
"L",212,6.75,2022,"2022-07-31 13:08:50",11.96,0.71,6.1,5.73,5.63,1848,23,NA
"R",212,6.75,2022,"2022-07-31 12:46:50",21.26,0.71,6.1,5.88,5.72,1292,17,NA
