"doy","depth","lake","year","k","kcrit.depth","perc.light"
161,5,"L",2024,NA,NA,4.92500084384749
161,5,"R",2022,NA,NA,0.531741895080952
161,5,"R",2024,NA,NA,0.656632124205074
161,5,"T",2022,NA,NA,0.138976433806611
161,5,"T",2024,NA,NA,0.25629468227397
161,5.25,"L",2022,NA,NA,1.95665262043454
161,5.25,"L",2024,NA,NA,4.23878436927945
161,5.25,"R",2022,NA,NA,0.409593997356183
161,5.25,"R",2024,NA,NA,0.510732306255144
161,5.25,"T",2022,NA,NA,0.100032707802656
161,5.25,"T",2024,NA,NA,0.190383944832967
161,5.5,"L",2022,NA,NA,1.62329577735135
161,5.5,"L",2024,NA,NA,3.64834206241929
161,5.5,"R",2022,NA,NA,0.315530476387575
161,5.5,"R",2024,NA,NA,0.397251025560619
161,5.5,"T",2022,NA,NA,0.0720025491352455
161,5.5,"T",2024,NA,NA,0.141437371265848
161,5.75,"L",2022,NA,NA,1.34680124278931
161,5.75,"L",2024,NA,NA,3.14028320734993
161,5.75,"R",2022,NA,NA,0.243088289225437
161,5.75,"R",2024,NA,NA,0.308984873067541
161,5.75,"T",2022,NA,NA,0.0518273121143413
161,5.75,"T",2024,NA,NA,0.105085089496711
161,6,"L",2022,NA,NA,1.11745816332522
161,6,"L",2024,NA,NA,2.70309278228669
161,6,"R",2022,NA,NA,0.187293074523311
161,6,"R",2024,NA,NA,0.240331061391031
161,6,"T",2022,NA,NA,0.0373056358649561
161,6,"T",2024,NA,NA,0.078083814179141
161,6.25,"L",2022,NA,NA,0.927216056835419
161,6.25,"L",2024,NA,NA,2.32686821697587
161,6.25,"R",2022,NA,NA,0.144315944465192
161,6.25,"R",2024,NA,NA,0.186931756469338
161,6.25,"T",2022,NA,NA,0.0268531436909179
161,6.25,"T",2024,NA,NA,0.0580261639497222
161,6.5,"L",2022,NA,NA,0.769400586460714
161,6.5,"L",2024,NA,NA,2.00309316847267
161,6.5,"R",2022,NA,NA,0.111209472416822
161,6.5,"R",2024,NA,NA,0.145397442060564
161,6.5,"T",2022,NA,NA,0.0193295050395981
161,6.5,"T",2024,NA,NA,0.0431250425737775
161,6.75,"L",2022,NA,NA,0.638478045686333
161,6.75,"L",2024,NA,NA,1.72444309885579
161,6.75,"R",2022,NA,NA,0.0857045855501308
161,6.75,"R",2024,NA,NA,0.113091755007714
161,6.75,"T",2022,NA,NA,0.0139139750577171
161,6.75,"T",2024,NA,NA,0.032053684149378
161,7,"L",2022,NA,NA,0.529860196745917
161,7,"L",2024,NA,NA,1.48461817507276
161,7,"R",2022,NA,NA,0.0660542997703555
161,7,"R",2024,NA,NA,0.0879641317595721
161,7,"T",2022,NA,NA,0.0100158215377183
161,7,"T",2024,NA,NA,0.0238269803824572
161,7.25,"L",2022,NA,NA,0.439742540202549
161,7.25,"L",2024,NA,NA,1.27819964349591
161,7.25,"R",2022,NA,NA,0.0509134841447505
161,7.25,"R",2024,NA,NA,0.0684196419763187
161,7.25,"T",2022,NA,NA,0.00720985923272044
161,7.25,"T",2024,NA,NA,0.0177134268618122
161,7.5,"L",2022,NA,NA,0.364970282324083
161,7.5,"L",2024,NA,NA,1.10052637469193
161,7.5,"R",2022,NA,NA,0.039246340203921
161,7.5,"R",2024,NA,NA,0.0532177458845206
161,7.5,"T",2022,NA,NA,0.00519005338062603
161,7.5,"T",2024,NA,NA,0.0131697817595954
161,7.75,"L",2022,NA,NA,0.30292725125545
161,7.75,"L",2024,NA,NA,0.94758874005112
161,7.75,"R",2022,NA,NA,0.0302552019797056
161,7.75,"R",2024,NA,NA,0.0413935482649401
161,7.75,"T",2022,NA,NA,0.00373612738838708
161,7.75,"T",2024,NA,NA,0.00979257372426204
161,8,"L",2022,NA,NA,0.251443828173749
161,8,"L",2024,NA,NA,0.815937382169061
161,8,"R",2022,NA,NA,0.0233257391557991
161,8,"R",2024,NA,NA,0.0321965501387368
161,8,"T",2022,NA,NA,0.00268952954268856
161,8,"T",2024,NA,NA,0.00728211057300262
162,0,"L",2022,NA,NA,100
162,0,"L",2024,NA,NA,100
162,0,"R",2022,NA,NA,100
162,0,"R",2024,-1.00690620666059,4.57358388451401,100
162,0,"T",2022,NA,NA,100
162,0,"T",2024,NA,NA,100
162,0.25,"L",2022,NA,NA,83.0439422650878
162,0.25,"L",2024,NA,NA,86.179393929321
162,0.25,"R",2022,NA,NA,76.7071850275041
162,0.25,"R",2024,-1.00690620666059,4.57358388451401,77.7457303409839
162,0.25,"T",2022,NA,NA,71.8810706209307
162,0.25,"T",2024,NA,NA,73.9240623024741
162,0.5,"L",2022,NA,NA,68.9663666286543
162,0.5,"L",2024,NA,NA,74.2711796838942
162,0.5,"R",2022,NA,NA,58.8438338798481
162,0.5,"R",2024,-1.00690620666059,4.57358388451401,60.4439858625299
162,0.5,"T",2022,NA,NA,51.6696498132913
162,0.5,"T",2024,NA,NA,54.6521573784272
162,0.75,"L",2022,NA,NA,57.2780361898216
162,0.75,"L",2024,NA,NA,64.0103947710195
162,0.75,"R",2022,NA,NA,45.1434725909669
162,0.75,"R",2024,-1.00690620666059,4.57358388451401,46.9926182560249
162,0.75,"T",2022,NA,NA,37.1417990505952
162,0.75,"T",2024,NA,NA,40.4077580813242
162,1,"L",2022,NA,NA,47.572965910378
162,1,"L",2024,NA,NA,55.1688375447333
162,1,"R",2022,NA,NA,34.6352453721034
162,1,"R",2024,-1.00690620666059,4.57358388451401,36.5347542694971
162,1,"T",2022,NA,NA,26.6991098909269
162,1,"T",2024,NA,NA,29.878476839541
162,1.25,"L",2022,NA,NA,39.5142389451328
162,1.25,"L",2024,NA,NA,47.5499596087857
162,1.25,"R",2022,NA,NA,26.5748663734831
162,1.25,"R",2024,-1.00690620666059,4.57358388451401,28.4042115351043
162,1.25,"T",2022,NA,NA,19.1927431344595
162,1.25,"T",2024,NA,NA,22.0947298874374
162,1.5,"L",2022,NA,NA,32.8222423446853
162,1.5,"L",2024,NA,NA,40.9844689657187
162,1.5,"R",2022,NA,NA,20.3917095172253
162,1.5,"R",2024,-1.00690620666059,4.57358388451401,22.0830617055649
162,1.5,"T",2022,NA,NA,13.7969703923116
162,1.5,"T",2024,NA,NA,16.3401398720724
162,1.75,"L",2022,NA,NA,27.2649089550312
162,1.75,"L",2024,NA,NA,35.3265448480628
