"doy","lake","depth","year","k","kcrit.depth","perc.light"
192,"T",7.75,2022,-1.26979435508908,3.62677638537053,0.00532290503234851
192,"R",8,2022,-1.00797147993699,4.56875029865715,0.0314737424586171
192,"L",8,2022,-0.72865302957964,6.32226271674351,0.294035711701108
192,"T",8,2022,-1.26979435508908,3.62677638537053,0.00387509672683486
193,"R",0,2022,-1.0184085314233,4.52464028780848,100
193,"L",0,2022,-0.73403518802779,6.27377280423462,100
193,"T",0,2022,-1.26801371482276,3.6318409296007,100
193,"R",0.25,2022,-1.0184085314233,4.52464028780848,77.5224873117202
193,"L",0.25,2022,-0.73403518802779,6.27377280423462,83.2344553564868
193,"T",0.25,2022,-1.26801371482276,3.6318409296007,72.8328257898179
193,"R",0.5,2022,-1.0184085314233,4.52464028780848,60.0973603899582
193,"L",0.5,2022,-0.73403518802779,6.27377280423462,69.2797455849099
193,"T",0.5,2022,-1.26801371482276,3.6318409296007,53.0462051252997
193,"R",0.75,2022,-1.0184085314233,4.52464028780848,46.5889685829841
193,"L",0.75,2022,-0.73403518802779,6.27377280423462,57.6646189099594
193,"T",0.75,2022,-1.26801371482276,3.6318409296007,38.635050167019
193,"R",1,2022,-1.0184085314233,4.52464028780848,36.1169272584052
193,"L",1,2022,-0.73403518802779,6.27377280423462,47.9968314830984
193,"T",1,2022,-1.26801371482276,3.6318409296007,28.1389987819537
193,"R",1.25,2022,-1.0184085314233,4.52464028780848,27.9987403512804
193,"L",1.25,2022,-0.73403518802779,6.27377280423462,39.9499012733277
193,"T",1.25,2022,-1.26801371482276,3.6318409296007,20.4944279618593
193,"R",1.5,2022,-1.0184085314233,4.52464028780848,21.7053199362628
193,"L",1.5,2022,-0.73403518802779,6.27377280423462,33.2520827403085
193,"T",1.5,2022,-1.26801371482276,3.6318409296007,14.9266710140807
193,"R",1.75,2022,-1.0184085314233,4.52464028780848,16.8265038935576
193,"L",1.75,2022,-0.73403518802779,6.27377280423462,27.6771899635841
193,"T",1.75,2022,-1.26801371482276,3.6318409296007,10.8715162959047
193,"R",2,2022,-1.0184085314233,4.52464028780848,13.0443243458893
193,"L",2,2022,-0.73403518802779,6.27377280423462,23.0369583241695
193,"T",2,2022,-1.26801371482276,3.6318409296007,7.91803252450792
193,"R",2.25,2022,-1.0184085314233,4.52464028780848,10.1122846859417
193,"L",2.25,2022,-0.73403518802779,6.27377280423462,19.1746867918233
193,"T",2.25,2022,-1.26801371482276,3.6318409296007,5.76692683455597
193,"R",2.5,2022,-1.0184085314233,4.52464028780848,7.83929461258417
193,"L",2.5,2022,-0.73403518802779,6.27377280423462,15.9599461174863
193,"T",2.5,2022,-1.26801371482276,3.6318409296007,4.20021577483841
193,"R",2.75,2022,-1.0184085314233,4.52464028780848,6.07721617136893
193,"L",2.75,2022,-0.73403518802779,6.27377280423462,13.2841742260785
193,"T",2.75,2022,-1.26801371482276,3.6318409296007,3.05913583808451
193,"R",3,2022,-1.0184085314233,4.52464028780848,4.71120913535529
193,"L",3,2022,-0.73403518802779,6.27377280423462,11.0570100656832
193,"T",3,2022,-1.26801371482276,3.6318409296007,2.22805507562598
193,"R",3.25,2022,-1.0184085314233,4.52464028780848,3.65224650418441
193,"L",3.25,2022,-0.73403518802779,6.27377280423462,9.20324210688335
193,"T",3.25,2022,-1.26801371482276,3.6318409296007,1.62275547173187
193,"R",3.5,2022,-1.0184085314233,4.52464028780848,2.8313123327991
193,"L",3.5,2022,-0.73403518802779,6.27377280423462,7.66026844280322
193,"T",3.5,2022,-1.26801371482276,3.6318409296007,1.18189866572121
193,"R",3.75,2022,-1.0184085314233,4.52464028780848,2.19490374394935
193,"L",3.75,2022,-0.73403518802779,6.27377280423462,6.37598271721209
193,"T",3.75,2022,-1.26801371482276,3.6318409296007,0.86081019621691
193,"R",4,2022,-1.0184085314233,4.52464028780848,1.70154397640761
193,"L",4,2022,-0.73403518802779,6.27377280423462,5.30701448829521
193,"T",4,2022,-1.26801371482276,3.6318409296007,0.626952390591652
193,"R",4.25,2022,-1.0184085314233,4.52464028780848,1.31907921321393
193,"L",4.25,2022,-0.73403518802779,6.27377280423462,4.41726460502236
193,"T",4.25,2022,-1.26801371482276,3.6318409296007,0.456627142424717
193,"R",4.5,2022,-1.0184085314233,4.52464028780848,1.02258301569531
193,"L",4.5,2022,-0.73403518802779,6.27377280423462,3.67668613564523
193,"T",4.5,2022,-1.26801371482276,3.6318409296007,0.332574451151218
193,"R",4.75,2022,-1.0184085314233,4.52464028780848,0.792731788594201
193,"L",4.75,2022,-0.73403518802779,6.27377280423462,3.06026968017176
193,"T",4.75,2022,-1.26801371482276,3.6318409296007,0.24222337062841
193,"R",5,2022,-1.0184085314233,4.52464028780848,0.614545400228912
193,"L",5,2022,-0.73403518802779,6.27377280423462,2.54719880073067
193,"T",5,2022,-1.26801371482276,3.6318409296007,0.176418125552015
193,"R",5.25,2022,-1.0184085314233,4.52464028780848,0.476410879917218
193,"L",5.25,2022,-0.73403518802779,6.27377280423462,2.12014704863513
193,"T",5.25,2022,-1.26801371482276,3.6318409296007,0.128490306044961
193,"R",5.5,2022,-1.0184085314233,4.52464028780848,0.36932556393548
193,"L",5.5,2022,-0.73403518802779,6.27377280423462,1.76469284868808
193,"T",5.5,2022,-1.26801371482276,3.6318409296007,0.0935831207585303
193,"R",5.75,2022,-1.0184085314233,4.52464028780848,0.286310363440822
193,"L",5.75,2022,-0.73403518802779,6.27377280423462,1.4688324813204
193,"T",5.75,2022,-1.26801371482276,3.6318409296007,0.0681592313107354
193,"R",6,2022,-1.0184085314233,4.52464028780848,0.221954915170551
193,"L",6,2022,-0.73403518802779,6.27377280423462,1.2225747159262
193,"T",6,2022,-1.26801371482276,3.6318409296007,0.0496422942002269
193,"R",6.25,2022,-1.0184085314233,4.52464028780848,0.17206497095083
193,"L",6.25,2022,-0.73403518802779,6.27377280423462,1.01760340612729
193,"T",6.25,2022,-1.26801371482276,3.6318409296007,0.0361558856529202
193,"R",6.5,2022,-1.0184085314233,4.52464028780848,0.133389045273272
193,"L",6.5,2022,-0.73403518802779,6.27377280423462,0.846996652779108
193,"T",6.5,2022,-1.26801371482276,3.6318409296007,0.0263333532103571
193,"R",6.75,2022,-1.0184085314233,4.52464028780848,0.103406505697197
193,"L",6.75,2022,-0.73403518802779,6.27377280423462,0.704993050828363
193,"T",6.75,2022,-1.26801371482276,3.6318409296007,0.0191793252683168
193,"R",7,2022,-1.0184085314233,4.52464028780848,0.0801632952586029
193,"L",7,2022,-0.73403518802779,6.27377280423462,0.586797126158068
193,"T",7,2022,-1.26801371482276,3.6318409296007,0.0139688445603357
193,"R",7.25,2022,-1.0184085314233,4.52464028780848,0.0621445803955072
193,"L",7.25,2022,-0.73403518802779,6.27377280423462,0.488417392005185
193,"T",7.25,2022,-1.26801371482276,3.6318409296007,0.0101739042234798
193,"R",7.5,2022,-1.0184085314233,4.52464028780848,0.0481760244520289
193,"L",7.5,2022,-0.73403518802779,6.27377280423462,0.406531556101873
193,"T",7.5,2022,-1.26801371482276,3.6318409296007,0.00740994193910996
193,"R",7.75,2022,-1.0184085314233,4.52464028780848,0.0373472524431153
193,"L",7.75,2022,-0.73403518802779,6.27377280423462,0.338374326573644
193,"T",7.75,2022,-1.26801371482276,3.6318409296007,0.00539687010363861
193,"R",8,2022,-1.0184085314233,4.52464028780848,0.0289525190364902
193,"L",8,2022,-0.73403518802779,6.27377280423462,0.281644027789752
193,"T",8,2022,-1.26801371482276,3.6318409296007,0.00393069300068587
194,"R",0,2022,-1.02884558290961,4.48053027695982,100
194,"L",0,2022,-0.740358667032976,6.22280005079237,100
194,"T",0,2022,-1.26623307455643,3.63690547383088,100
194,"R",0.25,2022,-1.02884558290961,4.48053027695982,77.3204744308331
194,"L",0.25,2022,-0.740358667032976,6.22280005079237,83.1029764766222
194,"T",0.25,2022,-1.26623307455643,3.63690547383088,72.8652552730157
194,"R",0.5,2022,-1.02884558290961,4.48053027695982,59.7845576620911
194,"L",0.5,2022,-0.740358667032976,6.22280005079237,69.0610469927403
194,"T",0.5,2022,-1.26623307455643,3.63690547383088,53.0934542600174
194,"R",0.75,2022,-1.02884558290961,4.48053027695982,46.2257036207038
194,"L",0.75,2022,-0.740358667032976,6.22280005079237,57.391785636886
194,"T",0.75,2022,-1.26623307455643,3.63690547383088,38.6866809798235
194,"R",1,2022,-1.02884558290961,4.48053027695982,35.741933348519
194,"L",1,2022,-0.740358667032976,6.22280005079237,47.6942821173348
194,"T",1,2022,-1.26623307455643,3.63690547383088,28.1891488526056
194,"R",1.25,2022,-1.02884558290961,4.48053027695982,27.635832435827
194,"L",1.25,2022,-0.740358667032976,6.22280005079237,39.6353680486626
194,"T",1.25,2022,-1.26623307455643,3.63690547383088,20.5400952707414
194,"R",1.5,2022,-1.02884558290961,4.48053027695982,21.3681567522915
194,"L",1.5,2022,-0.740358667032976,6.22280005079237,32.9381705859027
194,"T",1.5,2022,-1.26623307455643,3.63690547383088,14.9665928523464
194,"R",1.75,2022,-1.02884558290961,4.48053027695982,16.5219601779959
194,"L",1.75,2022,-0.740358667032976,6.22280005079237,27.3726001538324
194,"T",1.75,2022,-1.26623307455643,3.63690547383088,10.9054460875351
194,"R",2,2022,-1.02884558290961,4.48053027695982,12.7748579948997
194,"L",2,2022,-0.740358667032976,6.22280005079237,22.7474454668792
194,"T",2,2022,-1.26623307455643,3.63690547383088,7.94628113034355
194,"R",2.25,2022,-1.02884558290961,4.48053027695982,9.87758080952169
194,"L",2.25,2022,-0.740358667032976,6.22280005079237,18.9038042553731
194,"T",2.25,2022,-1.26623307455643,3.63690547383088,5.79007803033631
194,"R",2.5,2022,-1.02884558290961,4.48053027695982,7.6373923442111
194,"L",2.5,2022,-0.740358667032976,6.22280005079237,15.7096240035294
194,"T",2.5,2022,-1.26623307455643,3.63690547383088,4.21895513731135
194,"R",2.75,2022,-1.02884558290961,4.48053027695982,5.90526799468814
194,"L",2.75,2022,-0.740358667032976,6.22280005079237,13.0551651402189
194,"T",2.75,2022,-1.26623307455643,3.63690547383088,3.07415243065592
194,"R",3,2022,-1.02884558290961,4.48053027695982,4.56598122990502
194,"L",3,2022,-0.740358667032976,6.22280005079237,10.8492308154603
194,"T",3,2022,-1.26623307455643,3.63690547383088,2.23998901607905
194,"R",3.25,2022,-1.02884558290961,4.48053027695982,3.53043834938535
194,"L",3.25,2022,-0.740358667032976,6.22280005079237,9.0160337324664
194,"T",3.25,2022,-1.26623307455643,3.63690547383088,1.63217371465352
194,"R",3.5,2022,-1.02884558290961,4.48053027695982,2.72975168123282
194,"L",3.5,2022,-0.740358667032976,6.22280005079237,7.49259239181588
194,"T",3.5,2022,-1.26623307455643,3.63690547383088,1.18928754368135
194,"R",3.75,2022,-1.02884558290961,4.48053027695982,2.11065695071286
194,"L",3.75,2022,-0.740358667032976,6.22280005079237,6.22656729285993
194,"T",3.75,2022,-1.26623307455643,3.63690547383088,0.866577404633591
194,"R",4,2022,-1.02884558290961,4.48053027695982,1.63196996789854
194,"L",4,2022,-0.740358667032976,6.22280005079237,5.17446275268644
194,"T",4,2022,-1.26623307455643,3.63690547383088,0.63143383802454
194,"R",4.25,2022,-1.02884558290961,4.48053027695982,1.26184692174787
194,"L",4.25,2022,-0.740358667032976,6.22280005079237,4.3001325641566
194,"T",4.25,2022,-1.26623307455643,3.63690547383088,0.460095877956781
194,"R",4.5,2022,-1.02884558290961,4.48053027695982,0.975666026486312
194,"L",4.5,2022,-0.740358667032976,6.22280005079237,3.57353815325463
194,"T",4.5,2022,-1.26623307455643,3.63690547383088,0.335250035973832
194,"R",4.75,2022,-1.02884558290961,4.48053027695982,0.754389600539674
194,"L",4.75,2022,-0.740358667032976,6.22280005079237,2.96971657088231
194,"T",4.75,2022,-1.26623307455643,3.63690547383088,0.244280794515209
194,"R",5,2022,-1.02884558290961,4.48053027695982,0.583297618194143
194,"L",5,2022,-0.740358667032976,6.22280005079237,2.46792286332268
194,"T",5,2022,-1.26623307455643,3.63690547383088,0.177995824506458
194,"R",5.25,2022,-1.02884558290961,4.48053027695982,0.451008485731461
194,"L",5.25,2022,-0.740358667032976,6.22280005079237,2.05091735656823
194,"T",5.25,2022,-1.26623307455643,3.63690547383088,0.12969711190194
194,"R",5.5,2022,-1.02884558290961,4.48053027695982,0.348721900890881
194,"L",5.5,2022,-0.740358667032976,6.22280005079237,1.70437336838386
194,"T",5.5,2022,-1.26623307455643,3.63690547383088,0.0945041316690772
194,"R",5.75,2022,-1.02884558290961,4.48053027695982,0.269633428213049
194,"L",5.75,2022,-0.740358667032976,6.22280005079237,1.41638499940185
194,"T",5.75,2022,-1.26623307455643,3.63690547383088,0.0688606767842199
194,"R",6,2022,-1.02884558290961,4.48053027695982,0.208481845918449
194,"L",6,2022,-0.740358667032976,6.22280005079237,1.17705809287133
194,"T",6,2022,-1.26623307455643,3.63690547383088,0.0501755079215481
194,"R",6.25,2022,-1.02884558290961,4.48053027695982,0.161199152366303
194,"L",6.25,2022,-0.740358667032976,6.22280005079237,0.978170310035038
194,"T",6.25,2022,-1.26623307455643,3.63690547383088,0.0365605119315682
194,"R",6.5,2022,-1.02884558290961,4.48053027695982,0.124639949388107
194,"L",6.5,2022,-0.740358667032976,6.22280005079237,0.812888642649719
194,"T",6.5,2022,-1.26623307455643,3.63690547383088,0.0266399103480586
194,"R",6.75,2022,-1.02884558290961,4.48053027695982,0.0963722001972348
194,"L",6.75,2022,-0.740358667032976,6.22280005079237,0.67553465748233
194,"T",6.75,2022,-1.26623307455643,3.63690547383088,0.0194112386796154
194,"R",7,2022,-1.02884558290961,4.48053027695982,0.0745154424119342
194,"L",7,2022,-0.740358667032976,6.22280005079237,0.561389407498972
194,"T",7,2022,-1.26623307455643,3.63690547383088,0.0141440486155561
194,"R",7.25,2022,-1.02884558290961,4.48053027695982,0.0576156935971417
194,"L",7.25,2022,-0.740358667032976,6.22280005079237,0.466531307256119
194,"T",7.25,2022,-1.26623307455643,3.63690547383088,0.0103060971296644
194,"R",7.5,2022,-1.02884558290961,4.48053027695982,0.0445487276359251
194,"L",7.5,2022,-0.740358667032976,6.22280005079237,0.387701402525131
194,"T",7.5,2022,-1.26623307455643,3.63690547383088,0.00750956398221491
194,"R",7.75,2022,-1.02884558290961,4.48053027695982,0.0344452875609969
194,"L",7.75,2022,-0.740358667032976,6.22280005079237,0.322191405339994
194,"T",7.75,2022,-1.26623307455643,3.63690547383088,0.00547186296553133
194,"R",8,2022,-1.02884558290961,4.48053027695982,0.0266332597612276
194,"L",8,2022,-0.740358667032976,6.22280005079237,0.267750647789394
194,"T",8,2022,-1.26623307455643,3.63690547383088,0.00398708691802401
195,"R",0,2022,-1.03928263439592,4.43642026611116,100
195,"L",0,2022,-0.746682146038162,6.17182729735011,100
195,"T",0,2022,-1.25752610680828,3.66317846075634,100
195,"R",0.25,2022,-1.03928263439592,4.43642026611116,77.118987967576
195,"L",0.25,2022,-0.746682146038162,6.17182729735011,82.9717052835357
195,"T",0.25,2022,-1.25752610680828,3.66317846075634,73.0240368805185
195,"R",0.5,2022,-1.03928263439592,4.43642026611116,59.4733830514313
195,"L",0.5,2022,-0.746682146038162,6.17182729735011,68.843038776579
195,"T",0.5,2022,-1.25752610680828,3.66317846075634,53.3250996232733
195,"R",0.75,2022,-1.03928263439592,4.43642026611116,45.8652711193437
195,"L",0.75,2022,-0.746682146038162,6.17182729735011,57.1202432419333
195,"T",0.75,2022,-1.25752610680828,3.66317846075634,38.9401404154723
195,"R",1,2022,-1.03928263439592,4.43642026611116,35.3708329158227
195,"L",1,2022,-0.746682146038162,6.17182729735011,47.3936398799356
195,"T",1,2022,-1.25752610680828,3.66317846075634,28.4356624983202
195,"R",1.25,2022,-1.03928263439592,4.43642026611116,27.2776283803848
195,"L",1.25,2022,-0.746682146038162,6.17182729735011,39.3233112043204
195,"T",1.25,2022,-1.25752610680828,3.66317846075634,20.7648686699931
195,"R",1.5,2022,-1.03928263439592,4.43642026611116,21.036230948509
195,"L",1.5,2022,-0.746682146038162,6.17182729735011,32.6272218801763
195,"T",1.5,2022,-1.25752610680828,3.66317846075634,15.163345355767
195,"R",1.75,2022,-1.03928263439592,4.43642026611116,16.2229284140122
195,"L",1.75,2022,-0.746682146038162,6.17182729735011,27.0713623806252
195,"T",1.75,2022,-1.25752610680828,3.66317846075634,11.0728869049157
195,"R",2,2022,-1.03928263439592,4.43642026611116,12.5109582115905
195,"L",2,2022,-0.746682146038162,6.17182729735011,22.4615710106903
195,"T",2,2022,-1.25752610680828,3.66317846075634,8.08586901718373
195,"R",2.25,2022,-1.03928263439592,4.43642026611116,9.64832435782494
195,"L",2.25,2022,-0.746682146038162,6.17182729735011,18.636748501042
195,"T",2.25,2022,-1.25752610680828,3.66317846075634,5.90462797321867
195,"R",2.5,2022,-1.03928263439592,4.43642026611116,7.44069010058372
195,"L",2.5,2022,-0.746682146038162,6.17182729735011,15.4632280407183
195,"T",2.5,2022,-1.25752610680828,3.66317846075634,4.31179770882061
195,"R",2.75,2022,-1.03928263439592,4.43642026611116,5.73818490337377
195,"L",2.75,2022,-0.746682146038162,6.17182729735011,12.8301039972659
195,"T",2.75,2022,-1.25752610680828,3.66317846075634,3.14864874910252
195,"R",3,2022,-1.03928263439592,4.43642026611116,4.42523012519008
195,"L",3,2022,-0.746682146038162,6.17182729735011,10.6453560761826
195,"T",3,2022,-1.25752610680828,3.66317846075634,2.29927042378261
195,"R",3.25,2022,-1.03928263439592,4.43642026611116,3.41269268778289
195,"L",3.25,2022,-0.746682146038162,6.17182729735011,8.83263346991316
195,"T",3.25,2022,-1.25752610680828,3.66317846075634,1.67902008224586
195,"R",3.5,2022,-1.03928263439592,4.43642026611116,2.63183406326163
195,"L",3.5,2022,-0.746682146038162,6.17182729735011,7.32858661143127
195,"T",3.5,2022,-1.25752610680828,3.66317846075634,1.22608824409053
195,"R",3.75,2022,-1.03928263439592,4.43642026611116,2.0296437945733
195,"L",3.75,2022,-0.746682146038162,6.17182729735011,6.08065328468541
195,"T",3.75,2022,-1.25752610680828,3.66317846075634,0.895339131552372
195,"R",4,2022,-1.03928263439592,4.43642026611116,1.56524075372164
195,"L",4,2022,-0.746682146038162,6.17182729735011,5.04522172268281
195,"T",4,2022,-1.25752610680828,3.66317846075634,0.653812777630518
195,"R",4.25,2022,-1.03928263439592,4.43642026611116,1.20709782852619
195,"L",4.25,2022,-0.746682146038162,6.17182729735011,4.18610649864531
195,"T",4.25,2022,-1.25752610680828,3.66317846075634,0.477440483866452
195,"R",4.5,2022,-1.03928263439592,4.43642026611116,0.93090162913798
195,"L",4.5,2022,-0.746682146038162,6.17182729735011,3.47328394691092
195,"T",4.5,2022,-1.25752610680828,3.66317846075634,0.348646315021164
195,"R",4.75,2022,-1.03928263439592,4.43642026611116,0.717901915364887
195,"L",4.75,2022,-0.746682146038162,6.17182729735011,2.88184292009128
195,"T",4.75,2022,-1.25752610680828,3.66317846075634,0.254595613663623
195,"R",5,2022,-1.03928263439592,4.43642026611116,0.553638691729245
195,"L",5,2022,-0.746682146038162,6.17182729735011,2.39111421439258
195,"T",5,2022,-1.25752610680828,3.66317846075634,0.185915994817907
195,"R",5.25,2022,-1.03928263439592,4.43642026611116,0.426960556058521
195,"L",5.25,2022,-0.746682146038162,6.17182729735011,1.98394823895854
195,"T",5.25,2022,-1.25752610680828,3.66317846075634,0.135763364622611
195,"R",5.5,2022,-1.03928263439592,4.43642026611116,0.329267659853066
195,"L",5.5,2022,-0.746682146038162,6.17182729735011,1.64611568580658
195,"T",5.5,2022,-1.25752610680828,3.66317846075634,0.0991398894522484
195,"R",5.75,2022,-1.03928263439592,4.43642026611116,0.253927886983205
195,"L",5.75,2022,-0.746682146038162,6.17182729735011,1.36581025545348
195,"T",5.75,2022,-1.25752610680828,3.66317846075634,0.0723959494369151
195,"R",6,2022,-1.03928263439592,4.43642026611116,0.195826616608898
195,"L",6,2022,-0.746682146038162,6.17182729735011,1.13323605988717
195,"T",6,2022,-1.25752610680828,3.66317846075634,0.0528664448168145
195,"R",6.25,2022,-1.03928263439592,4.43642026611116,0.151019504899927
195,"L",6.25,2022,-0.746682146038162,6.17182729735011,0.940265283776335
195,"T",6.25,2022,-1.25752610680828,3.66317846075634,0.0386052121604496
195,"R",6.5,2022,-1.03928263439592,4.43642026611116,0.116464713812468
195,"L",6.5,2022,-0.746682146038162,6.17182729735011,0.780154140138301
195,"T",6.5,2022,-1.25752610680828,3.66317846075634,0.0281910843658491
195,"R",6.75,2022,-1.03928263439592,4.43642026611116,0.0898164086315088
195,"L",6.75,2022,-0.746682146038162,6.17182729735011,0.647307193912853
195,"T",6.75,2022,-1.25752610680828,3.66317846075634,0.0205862678443357
195,"R",7,2022,-1.03928263439592,4.43642026611116,0.0692655053654421
195,"L",7,2022,-0.746682146038162,6.17182729735011,0.537081817212497
195,"T",7,2022,-1.25752610680828,3.66317846075634,0.01503292382297
195,"R",7.25,2022,-1.03928263439592,4.43642026611116,0.053416856748456
195,"L",7.25,2022,-0.746682146038162,6.17182729735011,0.445625942509011
195,"T",7.25,2022,-1.25752610680828,3.66317846075634,0.0109776478367059
195,"R",7.5,2022,-1.03928263439592,4.43642026611116,0.0411945393284991
195,"L",7.5,2022,-0.746682146038162,6.17182729735011,0.369743443685555
195,"T",7.5,2022,-1.25752610680828,3.66317846075634,0.00801632160488955
195,"R",7.75,2022,-1.03928263439592,4.43642026611116,0.0317688118280436
195,"L",7.75,2022,-0.746682146038162,6.17182729735011,0.306782440399974
195,"T",7.75,2022,-1.25752610680828,3.66317846075634,0.00585384164521553
195,"R",8,2022,-1.03928263439592,4.43642026611116,0.0244997861711108
195,"L",8,2022,-0.746682146038162,6.17182729735011,0.254542622310305
195,"T",8,2022,-1.25752610680828,3.66317846075634,0.00427471148192934
196,"R",0,2022,-1.04971968588224,4.39231025526249,100
196,"L",0,2022,-0.753005625043347,6.12085454390785,100
196,"T",0,2022,-1.24881913906012,3.68945144768179,100
196,"R",0.25,2022,-1.04971968588224,4.39231025526249,76.9180265501774
196,"L",0.25,2022,-0.753005625043347,6.12085454390785,82.8406414491608
196,"T",0.25,2022,-1.24881913906012,3.68945144768179,73.1831644910482
196,"R",0.5,2022,-1.04971968588224,4.39231025526249,59.1638280837379
196,"L",0.5,2022,-0.753005625043347,6.12085454390785,68.6257187570841
196,"T",0.5,2022,-1.24881913906012,3.68945144768179,53.5577556492382
196,"R",0.75,2022,-1.04971968588224,4.39231025526249,45.5076489935508
196,"L",0.75,2022,-0.753005625043347,6.12085454390785,56.8499856174655
196,"T",0.75,2022,-1.24881913906012,3.68945144768179,39.1952604144957
196,"R",1,2022,-1.04971968588224,4.39231025526249,35.0035855352209
196,"L",1,2022,-0.753005625043347,6.12085454390785,47.0948927492641
196,"T",1,2022,-1.24881913906012,3.68945144768179,28.6843319018351
196,"R",1.25,2022,-1.04971968588224,4.39231025526249,26.9240672154953
196,"L",1.25,2022,-0.753005625043347,6.12085454390785,39.0137112432847
196,"T",1.25,2022,-1.24881913906012,3.68945144768179,20.9921017988782
196,"R",1.5,2022,-1.04971968588224,4.39231025526249,20.7094611692023
196,"L",1.5,2022,-0.753005625043347,6.12085454390785,32.3192086470604
196,"T",1.5,2022,-1.24881913906012,3.68945144768179,15.3626843896013
196,"R",1.75,2022,-1.04971968588224,4.39231025526249,15.9293088405257
196,"L",1.75,2022,-0.753005625043347,6.12085454390785,26.7734397545174
196,"T",1.75,2022,-1.24881913906012,3.68945144768179,11.2428985870825
196,"R",2,2022,-1.04971968588224,4.39231025526249,12.2525100032153
196,"L",2,2022,-0.753005625043347,6.12085454390785,22.1792892306469
196,"T",2,2022,-1.24881913906012,3.68945144768179,8.22790896654636
196,"R",2.25,2022,-1.04971968588224,4.39231025526249,9.42438889733626
196,"L",2.25,2022,-0.753005625043347,6.12085454390785,18.3734654675325
196,"T",2.25,2022,-1.24881913906012,3.68945144768179,6.02144415316133
196,"R",2.5,2022,-1.04971968588224,4.39231025526249,7.24905395424507
196,"L",2.5,2022,-0.753005625043347,6.12085454390785,15.220696649744
196,"T",2.5,2022,-1.24881913906012,3.68945144768179,4.40668337934466
196,"R",2.75,2022,-1.04971968588224,4.39231025526249,5.57582924516291
196,"L",2.75,2022,-0.753005625043347,6.12085454390785,12.6089227376788
196,"T",2.75,2022,-1.24881913906012,3.68945144768179,3.22495034610549
196,"R",3,2022,-1.04971968588224,4.39231025526249,4.28881781918696
196,"L",3,2022,-0.753005625043347,6.12085454390785,10.4453124757222
196,"T",3,2022,-1.24881913906012,3.68945144768179,2.36012071654501
196,"R",3.25,2022,-1.04971968588224,4.39231025526249,3.29887402885096
196,"L",3.25,2022,-0.753005625043347,6.12085454390785,8.65296385625749
196,"T",3.25,2022,-1.24881913906012,3.68945144768179,1.72721102617644
196,"R",3.5,2022,-1.04971968588224,4.39231025526249,2.53742880136849
196,"L",3.5,2022,-0.753005625043347,6.12085454390785,7.16817076288774
196,"T",3.5,2022,-1.24881913906012,3.68945144768179,1.26402768639423
196,"R",3.75,2022,-1.04971968588224,4.39231025526249,1.95174015912846
196,"L",3.75,2022,-0.753005625043347,6.12085454390785,5.93815864014741
196,"T",3.75,2022,-1.24881913906012,3.68945144768179,0.925055460946279
196,"R",4,2022,-1.04971968588224,4.39231025526249,1.5012400137889
196,"L",4,2022,-0.753005625043347,6.12085454390785,4.91920870776687
196,"T",4,2022,-1.24881913906012,3.68945144768179,0.67698485961774
196,"R",4.25,2022,-1.04971968588224,4.39231025526249,1.15472419238804
196,"L",4.25,2022,-0.753005625043347,6.12085454390785,4.07510404773705
196,"T",4.25,2022,-1.24881913906012,3.68945144768179,0.495438943393542
196,"R",4.5,2022,-1.04971968588224,4.39231025526249,0.88819106088235
196,"L",4.5,2022,-0.753005625043347,6.12085454390785,3.37584233286609
196,"T",4.5,2022,-1.24881913906012,3.68945144768179,0.362577896896408
196,"R",4.75,2022,-1.04971968588224,4.39231025526249,0.683179036025788
196,"L",4.75,2022,-0.753005625043347,6.12085454390785,2.79656944285858
196,"T",4.75,2022,-1.24881913906012,3.68945144768179,0.265345978693881
196,"R",5,2022,-1.04971968588224,4.39231025526249,0.525487832315562
196,"L",5,2022,-0.753005625043347,6.12085454390785,2.31669606503527
196,"T",5,2022,-1.24881913906012,3.68945144768179,0.194188584057925
196,"R",5.25,2022,-1.04971968588224,4.39231025526249,0.404194870378435
196,"L",5.25,2022,-0.753005625043347,6.12085454390785,1.91916588070268
196,"T",5.25,2022,-1.24881913906012,3.68945144768179,0.142113350893949
196,"R",5.5,2022,-1.04971968588224,4.39231025526249,0.31089871771214
196,"L",5.5,2022,-0.753005625043347,6.12085454390785,1.58984932604754
196,"T",5.5,2022,-1.24881913906012,3.68945144768179,0.104003047348459
196,"R",5.75,2022,-1.04971968588224,4.39231025526249,0.239137158233985
196,"L",5.75,2022,-0.753005625043347,6.12085454390785,1.31704137977294
196,"T",5.75,2022,-1.24881913906012,3.68945144768179,0.0761127212167256
196,"R",6,2022,-1.04971968588224,4.39231025526249,0.183939582861756
196,"L",6,2022,-0.753005625043347,6.12085454390785,1.09104552715478
196,"T",6,2022,-1.24881913906012,3.68945144768179,0.0557016979666493
196,"R",6.25,2022,-1.04971968588224,4.39231025526249,0.141482697181891
196,"L",6.25,2022,-0.753005625043347,6.12085454390785,0.903829113197398
196,"T",6.25,2022,-1.24881913906012,3.68945144768179,0.0407642652472398
196,"R",6.5,2022,-1.04971968588224,4.39231025526249,0.108825698582274
196,"L",6.5,2022,-0.753005625043347,6.12085454390785,0.748737834976986
196,"T",6.5,2022,-1.24881913906012,3.68945144768179,0.0298325792894548
196,"R",6.75,2022,-1.04971968588224,4.39231025526249,0.0837065797289294
196,"L",6.75,2022,-0.753005625043347,6.12085454390785,0.620259225267493
