"doy","lake","depth","year","k","kcrit.depth","perc.light"
150,"T",7.25,2022,-1.23966106778692,3.71486216649627,0.0124956767378813
150,"R",7.5,2022,-1.05239449179277,4.37589709554164,0.0373363273588884
150,"L",7.5,2022,-0.739709351395153,6.22564794038938,0.389594061660059
150,"T",7.5,2022,-1.23966106778692,3.71486216649627,0.00916569267358476
150,"R",7.75,2022,-1.05239449179277,4.37589709554164,0.0286991685963092
150,"L",7.75,2022,-0.739709351395153,6.22564794038938,0.323816821981087
150,"T",7.75,2022,-1.23966106778692,3.71486216649627,0.00672311903939744
150,"R",8,2022,-1.05239449179277,4.37589709554164,0.0220600775808042
150,"L",8,2022,-0.739709351395153,6.22564794038938,0.269145103883601
150,"T",8,2022,-1.23966106778692,3.71486216649627,0.00493146903650548
151,"R",0,2022,-1.04626132340013,4.40248363909956,100
151,"L",0,2022,-0.739709351395153,6.22564794038938,100
151,"T",0,2022,-1.23966106778692,3.71486216649627,100
151,"R",0.25,2022,-1.04626132340013,4.40248363909956,76.9845579115332
151,"L",0.25,2022,-0.739709351395153,6.22564794038938,83.1164675871352
151,"T",0.25,2022,-1.23966106778692,3.71486216649627,73.3509106057337
151,"R",0.5,2022,-1.04626132340013,4.40248363909956,59.266221568342
151,"L",0.5,2022,-0.739709351395153,6.22564794038938,69.083471841633
151,"T",0.5,2022,-1.23966106778692,3.71486216649627,53.8035608669034
151,"R",0.75,2022,-1.04626132340013,4.40248363909956,45.6258386652579
151,"L",0.75,2022,-0.739709351395153,6.22564794038938,57.4197414813186
151,"T",0.75,2022,-1.23966106778692,3.71486216649627,39.4654018341838
151,"R",1,2022,-1.04626132340013,4.40248363909956,35.1248501898781
151,"L",1,2022,-0.739709351395153,6.22564794038938,47.725260816937
151,"T",1,2022,-1.23966106778692,3.71486216649627,28.9482316195858
151,"R",1.25,2022,-1.04626132340013,4.40248363909956,27.040710635766
151,"L",1.25,2022,-0.739709351395153,6.22564794038938,39.6675509377851
151,"T",1.25,2022,-1.23966106778692,3.71486216649627,21.2337914972231
151,"R",1.5,2022,-1.04626132340013,4.40248363909956,20.8171715390814
151,"L",1.5,2022,-0.739709351395153,6.22564794038938,32.9702671178145
151,"T",1.5,2022,-1.23966106778692,3.71486216649627,15.575179419336
151,"R",1.75,2022,-1.04626132340013,4.40248363909956,16.0260074790473
151,"L",1.75,2022,-0.739709351395153,6.22564794038938,27.4037213823702
151,"T",1.75,2022,-1.23966106778692,3.71486216649627,11.4245359325598
151,"R",2,2022,-1.04626132340013,4.40248363909956,12.3375510086138
151,"L",2,2022,-0.739709351395153,6.22564794038938,22.7770052004466
151,"T",2,2022,-1.23966106778692,3.71486216649627,8.38000113901185
151,"R",2.25,2022,-1.04626132340013,4.40248363909956,9.49800910109125
151,"L",2.25,2022,-0.739709351395153,6.22564794038938,18.9314421447493
151,"T",2.25,2022,-1.23966106778692,3.71486216649627,6.14680714423605
151,"R",2.5,2022,-1.04626132340013,4.40248363909956,7.31200031687228
151,"L",2.5,2022,-0.739709351395153,6.22564794038938,15.7351459740178
151,"T",2.5,2022,-1.23966106778692,3.71486216649627,4.50873901347544
151,"R",2.75,2022,-1.04626132340013,4.40248363909956,5.62911111843403
151,"L",2.75,2022,-0.739709351395153,6.22564794038938,13.0784975032829
151,"T",2.75,2022,-1.23966106778692,3.71486216649627,3.30720112322021
151,"R",3,2022,-1.04626132340013,4.40248363909956,4.3335463088754
151,"L",3,2022,-0.739709351395153,6.22564794038938,10.8703851382004
151,"T",3,2022,-1.23966106778692,3.71486216649627,2.42586213944508
151,"R",3.25,2022,-1.04626132340013,4.40248363909956,3.33616146777929
151,"L",3.25,2022,-0.739709351395153,6.22564794038938,9.03508013998912
151,"T",3.25,2022,-1.23966106778692,3.71486216649627,1.7793919693227
151,"R",3.5,2022,-1.04626132340013,4.40248363909956,2.5683291571848
151,"L",3.5,2022,-0.739709351395153,6.22564794038938,7.50963945602575
151,"T",3.5,2022,-1.23966106778692,3.71486216649627,1.3052002127435
151,"R",3.75,2022,-1.04626132340013,4.40248363909956,1.97721684737173
151,"L",3.75,2022,-0.739709351395153,6.22564794038938,6.24174704437836
151,"T",3.75,2022,-1.23966106778692,3.71486216649627,0.957376241275328
151,"R",4,2022,-1.04626132340013,4.40248363909956,1.52215164890148
151,"L",4,2022,-0.739709351395153,6.22564794038938,5.18791965901171
151,"T",4,2022,-1.23966106778692,3.71486216649627,0.7022441908984
151,"R",4.25,2022,-1.04626132340013,4.40248363909956,1.17182171764991
151,"L",4.25,2022,-0.739709351395153,6.22564794038938,4.31201556182908
151,"T",4.25,2022,-1.23966106778692,3.71486216649627,0.515102508699843
151,"R",4.5,2022,-1.04626132340013,4.40248363909956,0.902121768844122
151,"L",4.5,2022,-0.739709351395153,6.22564794038938,3.58399501679989
151,"T",4.5,2022,-1.23966106778692,3.71486216649627,0.377832380684314
151,"R",4.75,2022,-1.04626132340013,4.40248363909956,0.69449445556835
151,"L",4.75,2022,-0.739709351395153,6.22564794038938,2.97889005646303
151,"T",4.75,2022,-1.23966106778692,3.71486216649627,0.277143491795266
151,"R",5,2022,-1.04626132340013,4.40248363909956,0.534653486339403
151,"L",5,2022,-0.739709351395153,6.22564794038938,2.47594818823648
151,"T",5,2022,-1.23966106778692,3.71486216649627,0.203287274916355
151,"R",5.25,2022,-1.04626132340013,4.40248363909956,0.411600622816989
151,"L",5.25,2022,-0.739709351395153,6.22564794038938,2.05792067334984
151,"T",5.25,2022,-1.23966106778692,3.71486216649627,0.149113067296728
151,"R",5.5,2022,-1.04626132340013,4.40248363909956,0.316868919836776
151,"L",5.5,2022,-0.739709351395153,6.22564794038938,1.71047096943377
151,"T",5.5,2022,-1.23966106778692,3.71486216649627,0.10937579269429
151,"R",5.75,2022,-1.04626132340013,4.40248363909956,0.243940137095393
151,"L",5.75,2022,-0.739709351395153,6.22564794038938,1.42168304889678
151,"T",5.75,2022,-1.23966106778692,3.71486216649627,0.0802281399235014
151,"R",6,2022,-1.04626132340013,4.40248363909956,0.187796236111676
151,"L",6,2022,-0.739709351395153,6.22564794038938,1.18165273052809
151,"T",6,2022,-1.23966106778692,3.71486216649627,0.0588480711959305
151,"R",6.25,2022,-1.04626132340013,4.40248363909956,0.144574102145073
151,"L",6.25,2022,-0.739709351395153,6.22564794038938,0.982148008761875
151,"T",6.25,2022,-1.23966106778692,3.71486216649627,0.0431655960961255
151,"R",6.5,2022,-1.04626132340013,4.40248363909956,0.111299733390953
151,"L",6.5,2022,-0.739709351395153,6.22564794038938,0.816326731360258
151,"T",6.5,2022,-1.23966106778692,3.71486216649627,0.0316623578049011
151,"R",6.75,2022,-1.04626132340013,4.40248363909956,0.08568360770774
151,"L",6.75,2022,-0.739709351395153,6.22564794038938,0.678501943076169
151,"T",6.75,2022,-1.23966106778692,3.71486216649627,0.0232246277691406
151,"R",7,2022,-1.04626132340013,4.40248363909956,0.065963146596456
151,"L",7,2022,-0.739709351395153,6.22564794038938,0.563946847594987
151,"T",7,2022,-1.23966106778692,3.71486216649627,0.0170354759534567
151,"R",7.25,2022,-1.04626132340013,4.40248363909956,0.0507814367918182
151,"L",7.25,2022,-0.739709351395153,6.22564794038938,0.468732698789958
151,"T",7.25,2022,-1.23966106778692,3.71486216649627,0.0124956767378813
151,"R",7.5,2022,-1.04626132340013,4.40248363909956,0.0390938646153059
151,"L",7.5,2022,-0.739709351395153,6.22564794038938,0.389594061660059
151,"T",7.5,2022,-1.23966106778692,3.71486216649627,0.00916569267358476
151,"R",7.75,2022,-1.04626132340013,4.40248363909956,0.0300962388446266
151,"L",7.75,2022,-0.739709351395153,6.22564794038938,0.323816821981087
151,"T",7.75,2022,-1.23966106778692,3.71486216649627,0.00672311903939744
151,"R",8,2022,-1.04626132340013,4.40248363909956,0.0231694564225349
151,"L",8,2022,-0.739709351395153,6.22564794038938,0.269145103883601
151,"T",8,2022,-1.23966106778692,3.71486216649627,0.00493146903650548
152,"R",0,2022,-1.04012815500748,4.42907018265748,100
152,"L",0,2022,-0.744862242137453,6.18429588087231,100
152,"T",0,2022,-1.23966106778692,3.71486216649627,100
152,"R",0.25,2022,-1.04012815500748,4.42907018265748,77.102688266886
152,"L",0.25,2022,-0.744862242137453,6.18429588087231,83.0094640050634
152,"T",0.25,2022,-1.23966106778692,3.71486216649627,73.3509106057337
152,"R",0.5,2022,-1.04012815500748,4.42907018265748,59.448245379806
152,"L",0.5,2022,-0.744862242137453,6.18429588087231,68.9057111440792
152,"T",0.5,2022,-1.23966106778692,3.71486216649627,53.8035608669034
152,"R",0.75,2022,-1.04012815500748,4.42907018265748,45.8361953153252
152,"L",0.75,2022,-0.744862242137453,6.18429588087231,57.1982614895774
152,"T",0.75,2022,-1.23966106778692,3.71486216649627,39.4654018341838
152,"R",1,2022,-1.04012815500748,4.42907018265748,35.3409387873762
152,"L",1,2022,-0.744862242137453,6.18429588087231,47.4799702827128
152,"T",1,2022,-1.23966106778692,3.71486216649627,28.9482316195858
152,"R",1.25,2022,-1.04012815500748,4.42907018265748,27.2488138638217
152,"L",1.25,2022,-0.744862242137453,6.18429588087231,39.4128688414432
152,"T",1.25,2022,-1.23966106778692,3.71486216649627,21.2337914972231
152,"R",1.5,2022,-1.04012815500748,4.42907018265748,21.0095680098464
152,"L",1.5,2022,-0.744862242137453,6.18429588087231,32.7164111743007
152,"T",1.5,2022,-1.23966106778692,3.71486216649627,15.575179419336
152,"R",1.75,2022,-1.04012815500748,4.42907018265748,16.1989417288513
152,"L",1.75,2022,-0.744862242137453,6.18429588087231,27.1577175574797
152,"T",1.75,2022,-1.23966106778692,3.71486216649627,11.4245359325598
152,"R",2,2022,-1.04012815500748,4.42907018265748,12.4898195437307
152,"L",2,2022,-0.744862242137453,6.18429588087231,22.5434757804729
152,"T",2,2022,-1.23966106778692,3.71486216649627,8.38000113901185
152,"R",2.25,2022,-1.04012815500748,4.42907018265748,9.6299866278993
152,"L",2.25,2022,-0.744862242137453,6.18429588087231,18.7132184134818
152,"T",2.25,2022,-1.23966106778692,3.71486216649627,6.14680714423605
152,"R",2.5,2022,-1.04012815500748,4.42907018265748,7.42497856985201
152,"L",2.5,2022,-0.744862242137453,6.18429588087231,15.5337423031281
152,"T",2.5,2022,-1.23966106778692,3.71486216649627,4.50873901347544
152,"R",2.75,2022,-1.04012815500748,4.42907018265748,5.72485808059608
152,"L",2.75,2022,-0.744862242137453,6.18429588087231,12.8944762257544
152,"T",2.75,2022,-1.23966106778692,3.71486216649627,3.30720112322021
152,"R",3,2022,-1.04012815500748,4.42907018265748,4.41401947960363
152,"L",3,2022,-0.744862242137453,6.18429588087231,10.7036356012591
152,"T",3,2022,-1.23966106778692,3.71486216649627,2.42586213944508
152,"R",3.25,2022,-1.04012815500748,4.42907018265748,3.40332767939841
152,"L",3.25,2022,-0.744862242137453,6.18429588087231,8.8850305416603
152,"T",3.25,2022,-1.23966106778692,3.71486216649627,1.7793919693227
152,"R",3.5,2022,-1.04012815500748,4.42907018265748,2.6240571313472
152,"L",3.5,2022,-0.744862242137453,6.18429588087231,7.3754162293184
152,"T",3.5,2022,-1.23966106778692,3.71486216649627,1.3052002127435
152,"R",3.75,2022,-1.04012815500748,4.42907018265748,2.02321858992762
152,"L",3.75,2022,-0.744862242137453,6.18429588087231,6.12229348009966
152,"T",3.75,2022,-1.23966106778692,3.71486216649627,0.957376241275328
152,"R",4,2022,-1.04012815500748,4.42907018265748,1.55995592234958
152,"L",4,2022,-0.744862242137453,6.18429588087231,5.08208300264767
152,"T",4,2022,-1.23966106778692,3.71486216649627,0.7022441908984
152,"R",4.25,2022,-1.04012815500748,4.42907018265748,1.20276795191002
152,"L",4.25,2022,-0.744862242137453,6.18429588087231,4.21860986079026
152,"T",4.25,2022,-1.23966106778692,3.71486216649627,0.515102508699843
152,"R",4.5,2022,-1.04012815500748,4.42907018265748,0.927366424535194
152,"L",4.5,2022,-0.744862242137453,6.18429588087231,3.50184543390675
152,"T",4.5,2022,-1.23966106778692,3.71486216649627,0.377832380684314
152,"R",4.75,2022,-1.04012815500748,4.42907018265748,0.715024443401137
152,"L",4.75,2022,-0.744862242137453,6.18429588087231,2.90686312497178
152,"T",4.75,2022,-1.23966106778692,3.71486216649627,0.277143491795266
152,"R",5,2022,-1.04012815500748,4.42907018265748,0.551303067627615
152,"L",5,2022,-0.744862242137453,6.18429588087231,2.41297149939991
152,"T",5,2022,-1.23966106778692,3.71486216649627,0.203287274916355
152,"R",5.25,2022,-1.04012815500748,4.42907018265748,0.4250694856387
152,"L",5.25,2022,-0.744862242137453,6.18429588087231,2.00299470824681
152,"T",5.25,2022,-1.23966106778692,3.71486216649627,0.149113067296728
152,"R",5.5,2022,-1.04012815500748,4.42907018265748,0.327740000429662
152,"L",5.5,2022,-0.744862242137453,6.18429588087231,1.66267517136546
152,"T",5.5,2022,-1.23966106778692,3.71486216649627,0.10937579269429
152,"R",5.75,2022,-1.04012815500748,4.42907018265748,0.252696350857173
152,"L",5.75,2022,-0.744862242137453,6.18429588087231,1.38017774789574
152,"T",5.75,2022,-1.23966106778692,3.71486216649627,0.0802281399235014
152,"R",6,2022,-1.04012815500748,4.42907018265748,0.194835679663203
152,"L",6,2022,-0.744862242137453,6.18429588087231,1.14567815084541
152,"T",6,2022,-1.23966106778692,3.71486216649627,0.0588480711959305
152,"R",6.25,2022,-1.04012815500748,4.42907018265748,0.150223546723388
152,"L",6.25,2022,-0.744862242137453,6.18429588087231,0.951021292239893
152,"T",6.25,2022,-1.23966106778692,3.71486216649627,0.0431655960961255
152,"R",6.5,2022,-1.04012815500748,4.42907018265748,0.115826392933594
152,"L",6.5,2022,-0.744862242137453,6.18429588087231,0.789437677262363
152,"T",6.5,2022,-1.23966106778692,3.71486216649627,0.0316623578049011
152,"R",6.75,2022,-1.04012815500748,4.42907018265748,0.0893052626743671
152,"L",6.75,2022,-0.744862242137453,6.18429588087231,0.65530798454951
152,"T",6.75,2022,-1.23966106778692,3.71486216649627,0.0232246277691406
152,"R",7,2022,-1.04012815500748,4.42907018265748,0.0688567582857409
152,"L",7,2022,-0.744862242137453,6.18429588087231,0.543967645556932
152,"T",7,2022,-1.23966106778692,3.71486216649627,0.0170354759534567
152,"R",7.25,2022,-1.04012815500748,4.42907018265748,0.053090411691738
152,"L",7.25,2022,-0.744862242137453,6.18429588087231,0.451544626937772
152,"T",7.25,2022,-1.23966106778692,3.71486216649627,0.0124956767378813
152,"R",7.5,2022,-1.04012815500748,4.42907018265748,0.0409341346262872
152,"L",7.5,2022,-0.744862242137453,6.18429588087231,0.374824774564708
152,"T",7.5,2022,-1.23966106778692,3.71486216649627,0.00916569267358476
152,"R",7.75,2022,-1.04012815500748,4.42907018265748,0.0315613182156536
152,"L",7.75,2022,-0.744862242137453,6.18429588087231,0.311140036324351
152,"T",7.75,2022,-1.23966106778692,3.71486216649627,0.00672311903939744
152,"R",8,2022,-1.04012815500748,4.42907018265748,0.0243346247967353
152,"L",8,2022,-0.744862242137453,6.18429588087231,0.258275676458004
152,"T",8,2022,-1.23966106778692,3.71486216649627,0.00493146903650548
153,"R",0,2022,-1.03399498661484,4.45565672621541,100
153,"L",0,2022,-0.750015132879752,6.14294382135524,100
153,"T",0,2022,-1.23966106778692,3.71486216649627,100
153,"R",0.25,2022,-1.03399498661484,4.45565672621541,77.2209998895115
153,"L",0.25,2022,-0.750015132879752,6.14294382135524,82.9025981786844
153,"T",0.25,2022,-1.23966106778692,3.71486216649627,73.3509106057337
153,"R",0.5,2022,-1.03399498661484,4.45565672621541,59.6308282393594
153,"L",0.5,2022,-0.750015132879752,6.14294382135524,68.7284078477641
153,"T",0.5,2022,-1.23966106778692,3.71486216649627,53.8035608669034
153,"R",0.75,2022,-1.03399498661484,4.45565672621541,46.0475218088305
153,"L",0.75,2022,-0.750015132879752,6.14294382135524,56.9776357926393
153,"T",0.75,2022,-1.23966106778692,3.71486216649627,39.4654018341838
153,"R",1,2022,-1.03399498661484,4.45565672621541,35.5583567651198
153,"L",1,2022,-0.750015132879752,6.14294382135524,47.235940452886
153,"T",1,2022,-1.23966106778692,3.71486216649627,28.9482316195858
153,"R",1.25,2022,-1.03399498661484,4.45565672621541,27.4585186383053
153,"L",1.25,2022,-0.750015132879752,6.14294382135524,39.1598219095787
153,"T",1.25,2022,-1.23966106778692,3.71486216649627,21.2337914972231
153,"R",1.5,2022,-1.03399498661484,4.45565672621541,21.2037426473472
153,"L",1.5,2022,-0.750015132879752,6.14294382135524,32.4645098051865
153,"T",1.5,2022,-1.23966106778692,3.71486216649627,15.575179419336
153,"R",1.75,2022,-1.03399498661484,4.45565672621541,16.3737420862803
153,"L",1.75,2022,-0.750015132879752,6.14294382135524,26.9139221144733
153,"T",1.75,2022,-1.23966106778692,3.71486216649627,11.4245359325598
153,"R",2,2022,-1.03399498661484,4.45565672621541,12.6439673583554
153,"L",2,2022,-0.750015132879752,6.14294382135524,22.3123407046859
153,"T",2,2022,-1.23966106778692,3.71486216649627,8.38000113901185
153,"R",2.25,2022,-1.03399498661484,4.45565672621541,9.76379801982551
153,"L",2.25,2022,-0.750015132879752,6.14294382135524,18.4975101586648
153,"T",2.25,2022,-1.23966106778692,3.71486216649627,6.14680714423605
153,"R",2.5,2022,-1.03399498661484,4.45565672621541,7.53970245810159
153,"L",2.5,2022,-0.750015132879752,6.14294382135524,15.3349165198992
153,"T",2.5,2022,-1.23966106778692,3.71486216649627,4.50873901347544
153,"R",2.75,2022,-1.03399498661484,4.45565672621541,5.82223362684012
153,"L",2.75,2022,-0.750015132879752,6.14294382135524,12.7130442235287
153,"T",2.75,2022,-1.23966106778692,3.71486216649627,3.30720112322021
153,"R",3,2022,-1.03399498661484,4.45565672621541,4.49598702254931
153,"L",3,2022,-0.750015132879752,6.14294382135524,10.5394439689105
153,"T",3,2022,-1.23966106778692,3.71486216649627,2.42586213944508
153,"R",3.25,2022,-1.03399498661484,4.45565672621541,3.47184613371526
153,"L",3.25,2022,-0.750015132879752,6.14294382135524,8.73747288381344
153,"T",3.25,2022,-1.23966106778692,3.71486216649627,1.7793919693227
153,"R",3.5,2022,-1.03399498661484,4.45565672621541,2.68099429908027
153,"L",3.5,2022,-0.750015132879752,6.14294382135524,7.24359203583937
153,"T",3.5,2022,-1.23966106778692,3.71486216649627,1.3052002127435
153,"R",3.75,2022,-1.03399498661484,4.45565672621541,2.07029060473059
153,"L",3.75,2022,-0.750015132879752,6.14294382135524,6.0051259991751
153,"T",3.75,2022,-1.23966106778692,3.71486216649627,0.957376241275328
153,"R",4,2022,-1.03399498661484,4.45565672621541,1.59869910559157
153,"L",4,2022,-0.750015132879752,6.14294382135524,4.97840547721984
153,"T",4,2022,-1.23966106778692,3.71486216649627,0.7022441908984
153,"R",4.25,2022,-1.03399498661484,4.45565672621541,1.23453143456249
153,"L",4.25,2022,-0.750015132879752,6.14294382135524,4.12722748848518
153,"T",4.25,2022,-1.23966106778692,3.71486216649627,0.515102508699843
153,"R",4.5,2022,-1.03399498661484,4.45565672621541,0.953317517719486
153,"L",4.5,2022,-0.750015132879752,6.14294382135524,3.42157882069908
153,"T",4.5,2022,-1.23966106778692,3.71486216649627,0.377832380684314
153,"R",4.75,2022,-1.03399498661484,4.45565672621541,0.736161319304858
153,"L",4.75,2022,-0.750015132879752,6.14294382135524,2.83657774109112
153,"T",4.75,2022,-1.23966106778692,3.71486216649627,0.277143491795266
153,"R",5,2022,-1.03399498661484,4.45565672621541,0.568471131567031
153,"L",5,2022,-0.750015132879752,6.14294382135524,2.35159664672278
153,"T",5,2022,-1.23966106778692,3.71486216649627,0.203287274916355
153,"R",5.25,2022,-1.03399498661484,4.45565672621541,0.438979091879282
153,"L",5.25,2022,-0.750015132879752,6.14294382135524,1.949534718816
153,"T",5.25,2022,-1.23966106778692,3.71486216649627,0.149113067296728
153,"R",5.5,2022,-1.03399498661484,4.45565672621541,0.338984044055079
153,"L",5.5,2022,-0.750015132879752,6.14294382135524,1.61621493429397
153,"T",5.5,2022,-1.23966106778692,3.71486216649627,0.10937579269429
153,"R",5.75,2022,-1.03399498661484,4.45565672621541,0.261766868285234
153,"L",5.75,2022,-0.750015132879752,6.14294382135524,1.33988417268162
153,"T",5.75,2022,-1.23966106778692,3.71486216649627,0.0802281399235014
153,"R",6,2022,-1.03399498661484,4.45565672621541,0.202138993069319
153,"L",6,2022,-0.750015132879752,6.14294382135524,1.11079879173804
153,"T",6,2022,-1.23966106778692,3.71486216649627,0.0588480711959305
153,"R",6.25,2022,-1.03399498661484,4.45565672621541,0.156093751614718
153,"L",6.25,2022,-0.750015132879752,6.14294382135524,0.920881058888265
153,"T",6.25,2022,-1.23966106778692,3.71486216649627,0.0431655960961255
153,"R",6.5,2022,-1.03399498661484,4.45565672621541,0.120537155761936
153,"L",6.5,2022,-0.750015132879752,6.14294382135524,0.763434323953752
153,"T",6.5,2022,-1.23966106778692,3.71486216649627,0.0316623578049011
153,"R",6.75,2022,-1.03399498661484,4.45565672621541,0.0930799969177448
153,"L",6.75,2022,-0.750015132879752,6.14294382135524,0.632906889945535
153,"T",6.75,2022,-1.23966106778692,3.71486216649627,0.0232246277691406
153,"R",7,2022,-1.03399498661484,4.45565672621541,0.071877304317009
